Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000081412|Gm15403	1227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081413|Gm14088	269	19	21	6	14	8	10	9	7	16	8	8	11	27	23	7	13	11	7	8	14	25
ENSMUSG00000081414|Gm3943	718	0	0	2	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1
ENSMUSG00000081415|Gm15176	135	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081416|Gm14383	386	49	68	26	32	15	38	31	38	41	44	31	64	88	52	40	30	34	34	31	51	121
ENSMUSG00000081417|Gm15603	492	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081418|Gm14830	700	25	23	21	20	12	23	16	25	19	14	18	23	45	32	18	21	28	29	19	23	48
ENSMUSG00000081420|Olfr29-ps1	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081421|Gm13445	307	1	0	0	0	0	1	2	1	0	3	1	5	3	2	2	1	0	1	1	1	6
ENSMUSG00000081422|Gm14282	240	13	0	0	0	0	0	7	0	0	0	4	3	0	0	10	0	8	0	0	0	1
ENSMUSG00000081423|Gm12882	517	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
ENSMUSG00000081424|Gm14774	536	4	9	5	1	2	4	3	7	3	11	4	10	4	6	8	4	4	4	7	4	7
ENSMUSG00000081426|Gm15714	250	1	0	0	0	0	0	6	0	1	0	2	0	0	0	4	0	2	0	0	0	0
ENSMUSG00000081427|Gm12382	922	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081428|Tpt1-ps2	521	5	5	1	2	5	2	1	0	5	3	4	10	7	5	4	5	3	4	5	3	6
ENSMUSG00000081429|Gm11603	246	5	6	2	3	1	2	4	2	3	0	4	9	9	6	5	2	2	8	5	4	9
ENSMUSG00000081431|Gm15483	456	75	75	42	41	38	53	73	61	71	51	47	75	97	57	81	83	65	65	53	99	173
ENSMUSG00000081432|Gm12593	743	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081433|Serpinb1-ps1	586	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000081434|Gm14165	952	66	63	32	35	20	28	51	37	59	32	37	55	88	65	65	41	62	63	42	62	129
ENSMUSG00000081435|Gm11403	369	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081436|Gm5912	1438	4	3	2	0	2	4	0	1	0	1	0	4	2	4	3	3	0	4	1	2	4
ENSMUSG00000081437|Gm12402	334	0	0	2	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081438|Gm11254	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081439|Gm7840	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081440|Gm12464	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081441|Gm6161	1102	150	221	155	132	133	130	133	153	170	105	138	148	186	193	134	147	204	184	200	227	192
ENSMUSG00000081442|Gm14682	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081443|Gm3880	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081444|Gm15803	394	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081445|Rpl23a-ps4	455	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081446|Gm14068	213	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSMUSG00000081447|Gm13870	1023	0	0	0	0	0	2	0	1	0	0	1	0	2	1	0	0	0	2	0	0	0
ENSMUSG00000081448|Gm13086	2037	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1
ENSMUSG00000081449|Gm11432	231	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081450|Gm11700	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081451|Gm12734	948	20	40	17	19	20	17	19	26	19	4	16	28	25	28	7	24	11	21	15	26	37
ENSMUSG00000081452|Gm14761	262	2	8	4	1	2	3	1	8	6	4	6	3	4	3	6	4	8	4	2	0	5
ENSMUSG00000081453|Gm6767	1381	160	181	117	89	84	105	126	120	175	100	104	192	323	199	164	141	188	140	112	180	342
ENSMUSG00000081455|Hmgb1-ps3	636	6	6	4	7	7	3	6	6	6	2	9	3	9	6	5	6	8	10	3	8	7
ENSMUSG00000081456|Gm7781	788	6	7	7	9	1	2	8	10	7	3	6	6	6	6	6	5	3	14	12	8	13
ENSMUSG00000081457|Gm13488	179	1	1	1	4	2	2	4	4	3	0	2	4	13	6	1	2	6	4	7	4	5
ENSMUSG00000081458|Gm14796	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081459|Gm12952	390	12	7	10	2	6	4	11	8	6	4	13	12	16	17	4	7	6	7	8	16	16
ENSMUSG00000081460|Gm13168	632	8	11	10	5	3	2	8	12	14	3	19	8	16	10	7	6	9	13	12	6	22
ENSMUSG00000081461|Rpl30-ps11	345	13	9	7	6	5	2	3	3	7	4	5	21	19	14	10	9	5	10	7	8	35
ENSMUSG00000081463|Gm15049	463	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSMUSG00000081464|Gm14732	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081465|Gm12884	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081466|Gm14912	1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081467|Gm13337	1594	30	23	27	19	25	13	19	14	17	23	23	25	42	33	27	38	22	32	24	35	34
ENSMUSG00000081469|Vmn1r-ps95	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081470|Gm14131	719	4	3	2	0	3	2	1	1	0	1	1	3	6	4	2	2	0	3	0	1	5
ENSMUSG00000081471|Gm14735	3088	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081473|Gm4853	394	46	70	14	24	26	34	36	35	38	34	19	59	93	66	43	25	31	32	35	76	138
ENSMUSG00000081474|Gm12855	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081475|Gm14558	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081476|Itpa-ps1	597	87	87	75	69	47	68	72	64	80	78	46	60	95	83	83	83	84	61	44	90	95
ENSMUSG00000081477|Gm7916	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081478|AA623943	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081480|Gm13608	1406	63	53	52	68	55	47	47	57	76	33	53	60	32	51	50	51	28	39	35	36	48
ENSMUSG00000081481|Gm14293	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081483|Gm12445	885	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000081484|Gm13492	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081485|Gm12338	387	343	385	262	280	216	281	342	402	361	256	266	266	402	592	401	464	449	397	385	506	614
ENSMUSG00000081486|Gm14452	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081487|Gm13689	685	239	278	229	206	202	158	202	228	283	176	182	258	245	291	209	270	256	297	220	288	289
ENSMUSG00000081488|Gm15368	858	111	109	98	78	110	82	126	102	118	89	80	110	101	104	109	148	108	78	69	105	157
ENSMUSG00000081489|Gm14672	447	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081490|Gm11830	561	1	1	0	0	0	0	0	0	2	0	1	0	2	4	0	1	0	0	0	0	0
ENSMUSG00000081491|Gm12778	333	6	13	7	6	4	9	17	11	9	5	8	15	20	11	11	7	18	8	4	11	24
ENSMUSG00000081492|Gm9311	1269	5	7	1	0	0	2	2	0	6	2	5	3	4	2	2	0	2	5	2	3	5
ENSMUSG00000081494|Gm14130	987	1	2	0	0	0	0	0	2	0	0	0	0	2	1	1	0	0	1	0	0	0
ENSMUSG00000081495|Vmn1r-ps108	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081496|Gm13428	365	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081497|Gm15560	643	2	1	0	2	1	1	4	2	2	0	1	1	6	1	1	2	5	3	2	3	0
ENSMUSG00000081498|Olfr407-ps1	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081499|Gm12517	425	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0
ENSMUSG00000081500|Gm15233	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081501|Gm13286	549	0	2	1	0	2	7	0	1	2	0	0	2	0	1	0	2	1	2	1	0	0
ENSMUSG00000081502|Gm5646	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000081503|Gm11214	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081504|Gm12508	483	2	1	1	1	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	1	0
ENSMUSG00000081505|Gm8644	596	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	1	1
ENSMUSG00000081506|Amy2-ps1	1117	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081507|Gm14993	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081508|Gm12654	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081510|Gm12768	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081511|Gm11475	476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081512|Gm15821	1492	18	18	12	22	8	10	25	8	18	14	15	15	19	15	13	18	20	26	16	20	30
ENSMUSG00000081513|Gm11623	1225	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0
ENSMUSG00000081514|Gm14673	903	0	1	1	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	2	0	3
ENSMUSG00000081515|Gm12311	374	1	0	1	2	0	1	0	1	0	1	1	2	0	0	0	0	0	2	0	0	0
ENSMUSG00000081516|Gm12470	1049	46	49	35	40	26	25	38	29	41	27	42	29	44	39	44	30	45	49	22	39	53
ENSMUSG00000081517|Gm16204	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081518|Gm12084	611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081519|Gm13331	448	87	72	60	58	53	55	61	49	52	55	53	77	103	101	58	67	63	74	65	68	104
ENSMUSG00000081520|Gm16200	331	40	31	46	37	33	25	40	32	59	33	35	35	31	40	29	41	38	52	13	27	44
ENSMUSG00000081522|Gm13170	643	10	14	12	4	3	5	7	18	19	9	15	17	11	10	8	8	14	11	9	14	21
ENSMUSG00000081523|Gm13058	1435	0	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000081524|Gm11658	1008	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0
ENSMUSG00000081525|Gm13325	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081526|Gm7219	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081528|Gm12924	318	1	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1
ENSMUSG00000081529|Gm14884	196	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081530|Gm12646	238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081531|Vmn1r-ps113	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000081532|Gm15781	323	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0
ENSMUSG00000081533|Gm15111	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081534|Slc48a1	2690	4090	4328	4069	4324	3072	2947	3659	4042	5019	3752	4094	4597	4368	5049	3924	5637	4340	4480	3584	4999	6128
ENSMUSG00000081535|Gm15453	1132	169	123	103	100	39	93	140	139	206	111	101	116	252	229	173	179	197	161	134	229	245
ENSMUSG00000081536|Gm15193	865	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000081537|Gm15235	194	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081538|Gm13636	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081539|Gm11990	897	0	1	0	0	0	1	4	0	0	0	1	0	0	1	2	0	0	0	0	1	0
ENSMUSG00000081540|Gm12538	486	31	24	25	28	23	13	14	8	32	18	16	19	47	62	23	23	31	42	24	31	68
ENSMUSG00000081541|Gm13940	301	1	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0
ENSMUSG00000081542|Gm12512	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081543|Gm12733	767	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081544|Gm13077	484	28	31	25	15	7	16	13	5	22	9	11	22	33	20	24	15	16	14	9	24	70
ENSMUSG00000081546|Gm14927	454	0	2	0	3	1	1	0	1	2	1	0	0	2	1	1	1	3	1	2	3	0
ENSMUSG00000081547|Gm11553	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081548|Gm11692	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081550|Gm15877	964	0	1	0	2	1	3	0	0	1	0	1	3	0	0	0	2	0	0	0	0	0
ENSMUSG00000081551|Gm14654	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081552|Gm12328	197	26	24	23	15	15	6	16	18	17	18	20	39	33	23	18	23	15	37	24	17	40
ENSMUSG00000081553|Gm12699	941	51	58	45	34	30	27	47	44	59	29	45	75	98	81	52	41	77	62	41	40	107
ENSMUSG00000081555|Gm6427	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081556|Gm15778	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081557|Gm5697	2484	1	1	1	2	0	5	2	1	7	1	1	4	8	4	3	2	3	3	1	0	5
ENSMUSG00000081559|Gm12411	483	22	19	16	9	12	14	14	13	6	9	15	16	19	20	17	19	22	12	11	23	14
ENSMUSG00000081560|Gm9218	2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081561|Gm12425	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000081562|Gm11575	228	25	21	20	23	18	23	29	26	41	24	31	29	18	26	24	30	17	28	14	28	34
ENSMUSG00000081563|Gm12635	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081564|Gm13717	365	79	87	74	74	51	46	63	78	100	65	50	101	76	68	56	78	68	93	42	40	66
ENSMUSG00000081565|Rps12-ps5	389	9	4	3	1	0	4	1	3	6	2	3	9	2	6	5	5	2	1	3	6	6
ENSMUSG00000081566|Gm13756	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081567|Gm14838	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081568|Gm15032	411	6	4	2	2	0	1	6	7	4	4	5	6	17	2	1	3	1	2	3	7	16
ENSMUSG00000081569|Gm12490	560	4	0	0	0	0	0	1	0	4	1	0	0	0	0	2	2	1	3	0	1	0
ENSMUSG00000081570|Gm12192	487	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
ENSMUSG00000081571|Gm12125	736	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081572|Gm14138	745	14	11	7	6	6	15	9	4	12	5	3	15	19	15	17	10	12	13	12	17	21
ENSMUSG00000081573|Gm15164	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081574|Gm14429	2024	2	2	3	5	4	4	5	10	7	1	4	5	3	13	7	4	9	7	4	9	9
ENSMUSG00000081575|Gm12090	758	79	78	41	40	34	50	47	42	76	39	44	93	118	83	86	56	59	56	56	88	158
ENSMUSG00000081576|Gm11279	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000081577|Gm13455	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081578|Gm12611	999	14	14	12	6	6	5	12	5	15	5	4	17	21	18	5	11	15	13	7	16	28
ENSMUSG00000081579|Gm11909	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081580|Gm14129	291	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081581|Gm14312	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081583|Gm14769	432	10	4	3	3	2	4	10	3	8	3	4	8	4	2	8	1	6	5	3	4	18
ENSMUSG00000081584|Gm12716	1354	2	0	0	4	1	0	0	2	1	1	1	2	2	3	1	1	2	2	2	3	3
ENSMUSG00000081585|Gm12926	409	2	1	1	1	2	1	1	1	1	0	1	2	0	3	1	2	1	2	1	1	1
ENSMUSG00000081586|Gm11544	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081587|Gm14926	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000081588|Gm11661	1327	1	0	0	0	1	0	3	0	2	0	1	0	0	6	1	1	0	1	0	4	1
ENSMUSG00000081589|Gm14353	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081590|Gm14413	408	12	1	2	7	5	4	1	4	8	7	3	7	4	3	7	0	8	5	5	5	6
ENSMUSG00000081591|Gm13440	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081592|Gm11936	160	0	0	1	0	0	0	0	1	1	0	0	2	0	2	0	0	1	2	0	0	0
ENSMUSG00000081593|Gm11841	1963	7	20	7	6	10	7	12	10	17	5	11	11	18	19	10	9	10	14	7	8	13
ENSMUSG00000081594|Gm15467	445	5	4	3	1	2	4	1	0	2	8	3	2	2	1	0	3	0	1	2	4	5
ENSMUSG00000081595|Gm13036	748	2	5	2	2	3	3	9	6	5	4	10	4	6	3	9	5	1	6	0	5	8
ENSMUSG00000081596|Gm15968	1168	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSMUSG00000081597|Gm14506	536	1	0	0	1	0	2	0	5	1	0	1	1	0	0	1	0	3	1	1	0	0
ENSMUSG00000081598|Gm8312	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081599|Gm14390	1695	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000081600|Gm12286	1002	15	17	11	5	5	12	13	17	8	4	4	11	24	26	13	12	12	16	6	18	31
ENSMUSG00000081601|Gm13065	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081602|Gm15369	394	125	98	102	75	103	72	128	92	104	71	79	128	98	116	107	117	100	78	65	97	140
ENSMUSG00000081603|Gm14681	411	143	113	99	85	61	80	99	86	132	58	78	89	126	156	117	90	109	108	95	117	134
ENSMUSG00000081604|Gm11518	477	30	25	22	18	17	14	8	18	17	8	12	16	47	48	18	18	15	13	16	28	41
ENSMUSG00000081605|Gm15953	1732	3	0	1	0	1	0	0	0	4	1	0	0	0	2	0	0	1	1	1	1	1
ENSMUSG00000081606|Gm9059	183	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000081607|Gm15294	984	1	0	0	0	1	0	2	0	0	0	1	0	1	1	0	1	0	0	1	0	1
ENSMUSG00000081608|Gm16210	610	3	1	1	0	4	1	2	2	5	0	1	0	4	6	4	0	1	1	4	0	5
ENSMUSG00000081609|Gm12939	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081610|Gm13733	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081611|Gm13651	1110	33	30	34	34	11	18	26	15	30	26	19	38	50	47	33	39	25	24	22	39	48
ENSMUSG00000081612|Xlr5e-ps	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081613|Gm12109	697	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081614|Gm9436	1855	10	4	4	3	9	5	6	2	4	4	6	4	4	1	5	5	8	4	2	10	11
ENSMUSG00000081615|Gm12539	1098	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081616|Gm14247	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081617|Gm11601	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081618|5033423K11Rik	627	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000081619|Gm13351	414	0	1	2	1	0	1	0	1	3	1	1	1	1	0	1	0	4	1	2	1	3
ENSMUSG00000081620|Gm14633	470	38	63	31	19	12	19	30	28	41	23	32	51	75	41	34	31	37	41	27	40	97
ENSMUSG00000081621|Gm12793	292	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000081622|Gm5937	643	1	2	3	0	2	0	0	1	2	2	3	1	4	2	1	3	1	0	0	1	4
ENSMUSG00000081623|Gm8809	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081624|Gm6912	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081625|Rps12-ps7	385	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081626|Gm14369	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081627|Gm13158	736	10	17	6	7	7	6	4	10	12	12	2	10	13	10	5	14	12	6	6	13	14
ENSMUSG00000081628|Gm14804	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081629|Eif3s6-ps1	470	15	14	9	8	6	9	8	7	11	6	12	11	20	26	7	2	11	2	9	11	14
ENSMUSG00000081630|Gm11498	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081631|Gm12005	379	4	4	3	6	2	2	2	5	3	1	2	5	4	1	3	1	3	3	2	4	6
ENSMUSG00000081632|Gm11443	479	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081633|Gm8522	1929	17	9	10	9	8	9	13	10	16	10	8	13	9	12	11	5	10	14	9	10	10
ENSMUSG00000081634|Gm13621	345	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081635|Gm15071	1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081636|Gm15901	854	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2
ENSMUSG00000081638|Gm14594	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081639|Gm14973	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081640|Rplp0-ps1	933	87	94	53	36	22	36	57	57	62	42	42	120	123	89	74	60	56	77	31	84	157
ENSMUSG00000081641|Gm9439	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081642|Gm13532	240	43	39	34	16	14	32	48	38	34	28	20	48	78	59	43	37	53	51	33	55	91
ENSMUSG00000081643|Gm11605	646	44	34	22	21	18	19	21	20	33	24	25	26	55	43	33	22	26	32	26	46	38
ENSMUSG00000081646|Gm15060	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081647|Gm13022	285	0	2	0	2	0	1	2	0	0	3	2	3	4	0	0	0	0	0	0	0	0
ENSMUSG00000081648|Gm13423	888	18	24	13	14	14	9	12	13	15	9	16	12	11	24	13	19	17	22	18	13	22
ENSMUSG00000081649|Olfr213	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
