geneID	Gho_TRT_Liver_male_1
ENSMUSG00000086092	0
ENSMUSG00000086093	0
ENSMUSG00000086095	3
ENSMUSG00000086096	0
ENSMUSG00000086097	0
ENSMUSG00000086098	0
ENSMUSG00000086103	19
ENSMUSG00000086104	0
ENSMUSG00000086105	0
ENSMUSG00000086107	11
ENSMUSG00000086108	0
ENSMUSG00000086109	0
ENSMUSG00000086111	1
ENSMUSG00000086112	0
ENSMUSG00000086113	6
ENSMUSG00000086114	4
ENSMUSG00000086115	0
ENSMUSG00000086117	0
ENSMUSG00000086118	0
ENSMUSG00000086119	4
ENSMUSG00000086121	0
ENSMUSG00000086122	0
ENSMUSG00000086123	0
ENSMUSG00000086124	0
ENSMUSG00000086125	0
ENSMUSG00000086126	0
ENSMUSG00000086127	4
ENSMUSG00000086128	17
ENSMUSG00000086129	0
ENSMUSG00000086130	0
ENSMUSG00000086132	0
ENSMUSG00000086133	0
ENSMUSG00000086134	0
ENSMUSG00000086135	0
ENSMUSG00000086136	120
ENSMUSG00000086137	0
ENSMUSG00000086138	0
ENSMUSG00000086139	0
ENSMUSG00000086140	68
ENSMUSG00000086141	183
ENSMUSG00000086142	0
ENSMUSG00000086144	0
ENSMUSG00000086145	4
ENSMUSG00000086146	1
ENSMUSG00000086147	32
ENSMUSG00000086148	4
ENSMUSG00000086149	3
ENSMUSG00000086150	37
ENSMUSG00000086151	0
ENSMUSG00000086152	12
ENSMUSG00000086153	0
ENSMUSG00000086154	0
ENSMUSG00000086155	0
ENSMUSG00000086156	0
ENSMUSG00000086157	0
ENSMUSG00000086158	94
ENSMUSG00000086159	0
ENSMUSG00000086160	0
ENSMUSG00000086161	0
ENSMUSG00000086162	0
ENSMUSG00000086163	0
ENSMUSG00000086164	0
ENSMUSG00000086165	15
ENSMUSG00000086166	0
ENSMUSG00000086167	0
ENSMUSG00000086168	0
ENSMUSG00000086170	0
ENSMUSG00000086171	0
ENSMUSG00000086172	0
ENSMUSG00000086173	0
ENSMUSG00000086174	0
ENSMUSG00000086175	0
ENSMUSG00000086176	0
ENSMUSG00000086177	0
ENSMUSG00000086179	0
ENSMUSG00000086181	0
ENSMUSG00000086184	4
ENSMUSG00000086185	0
ENSMUSG00000086186	0
ENSMUSG00000086187	0
ENSMUSG00000086188	0
ENSMUSG00000086189	0
ENSMUSG00000086190	0
ENSMUSG00000086191	0
ENSMUSG00000086192	0
ENSMUSG00000086193	12
ENSMUSG00000086194	0
ENSMUSG00000086195	0
ENSMUSG00000086196	0
ENSMUSG00000086197	0
ENSMUSG00000086199	0
ENSMUSG00000086200	0
ENSMUSG00000086201	0
ENSMUSG00000086202	0
ENSMUSG00000086203	0
ENSMUSG00000086204	1
ENSMUSG00000086205	4
ENSMUSG00000086206	4
ENSMUSG00000086207	0
ENSMUSG00000086209	0
ENSMUSG00000086211	0
ENSMUSG00000086212	4
ENSMUSG00000086213	6
ENSMUSG00000086214	0
ENSMUSG00000086216	2
ENSMUSG00000086219	13
ENSMUSG00000086220	3
ENSMUSG00000086221	0
ENSMUSG00000086222	3
ENSMUSG00000086223	0
ENSMUSG00000086224	1
ENSMUSG00000086225	0
ENSMUSG00000086226	0
ENSMUSG00000086227	0
ENSMUSG00000086228	1
ENSMUSG00000086229	6
ENSMUSG00000086230	0
ENSMUSG00000086231	2
ENSMUSG00000086232	0
ENSMUSG00000086233	0
ENSMUSG00000086234	0
ENSMUSG00000086235	11
ENSMUSG00000086236	0
ENSMUSG00000086237	0
ENSMUSG00000086238	0
ENSMUSG00000086239	0
ENSMUSG00000086240	18
ENSMUSG00000086241	10
ENSMUSG00000086243	0
ENSMUSG00000086244	0
ENSMUSG00000086245	2
ENSMUSG00000086246	0
ENSMUSG00000086247	10
ENSMUSG00000086248	5
ENSMUSG00000086249	0
ENSMUSG00000086250	0
ENSMUSG00000086251	0
ENSMUSG00000086253	6
ENSMUSG00000086254	0
ENSMUSG00000086255	0
ENSMUSG00000086256	2
ENSMUSG00000086257	0
ENSMUSG00000086258	0
ENSMUSG00000086259	0
ENSMUSG00000086260	0
ENSMUSG00000086261	0
ENSMUSG00000086262	0
ENSMUSG00000086263	0
ENSMUSG00000086264	0
ENSMUSG00000086265	13
ENSMUSG00000086266	1
ENSMUSG00000086267	0
ENSMUSG00000086268	10
ENSMUSG00000086269	2
ENSMUSG00000086272	0
ENSMUSG00000086273	2
ENSMUSG00000086275	0
ENSMUSG00000086277	2
ENSMUSG00000086278	0
ENSMUSG00000086279	5
ENSMUSG00000086282	4
ENSMUSG00000086283	0
ENSMUSG00000086284	0
ENSMUSG00000086286	1
ENSMUSG00000086287	0
ENSMUSG00000086288	13
ENSMUSG00000086289	0
ENSMUSG00000086290	103
ENSMUSG00000086291	0
ENSMUSG00000086292	5
ENSMUSG00000086293	0
ENSMUSG00000086296	27
ENSMUSG00000086297	0
ENSMUSG00000086298	0
ENSMUSG00000086302	0
ENSMUSG00000086306	0
ENSMUSG00000086308	1
ENSMUSG00000086310	7
ENSMUSG00000086311	0
ENSMUSG00000086312	1
ENSMUSG00000086313	0
ENSMUSG00000086315	0
ENSMUSG00000086316	22
ENSMUSG00000086319	0
ENSMUSG00000086320	44
ENSMUSG00000086321	0
ENSMUSG00000086322	1
ENSMUSG00000086324	5
ENSMUSG00000086326	0
ENSMUSG00000086327	1
ENSMUSG00000086328	0
ENSMUSG00000086329	35
ENSMUSG00000086330	2
ENSMUSG00000086331	10
ENSMUSG00000086332	10
ENSMUSG00000086333	0
ENSMUSG00000086335	0
ENSMUSG00000086336	0
ENSMUSG00000086337	0
ENSMUSG00000086338	0
ENSMUSG00000086339	0
ENSMUSG00000086340	0
ENSMUSG00000086341	7
ENSMUSG00000086342	3
ENSMUSG00000086344	1
ENSMUSG00000086346	0
ENSMUSG00000086347	0
ENSMUSG00000086348	0
ENSMUSG00000086349	0
ENSMUSG00000086350	12
ENSMUSG00000086352	0
ENSMUSG00000086353	1
ENSMUSG00000086354	5
ENSMUSG00000086355	0
ENSMUSG00000086356	1
ENSMUSG00000086358	3
ENSMUSG00000086359	0
ENSMUSG00000086360	0
ENSMUSG00000086361	0
ENSMUSG00000086363	0
ENSMUSG00000086364	0
ENSMUSG00000086365	0
ENSMUSG00000086366	0
ENSMUSG00000086367	0
ENSMUSG00000086368	0
ENSMUSG00000086369	0
ENSMUSG00000086370	86
ENSMUSG00000086371	0
ENSMUSG00000086372	5
ENSMUSG00000086373	0
ENSMUSG00000086375	0
ENSMUSG00000086376	0
ENSMUSG00000086377	1
ENSMUSG00000086378	0
ENSMUSG00000086379	0
ENSMUSG00000086380	0
ENSMUSG00000086381	0
ENSMUSG00000086382	17
ENSMUSG00000086384	0
ENSMUSG00000086385	4
ENSMUSG00000086386	0
ENSMUSG00000086387	0
ENSMUSG00000086389	65
ENSMUSG00000086390	338
ENSMUSG00000086391	3
ENSMUSG00000086392	5
ENSMUSG00000086394	0
ENSMUSG00000086395	0
ENSMUSG00000086396	0
ENSMUSG00000086399	0
ENSMUSG00000086401	2
ENSMUSG00000086402	0
ENSMUSG00000086404	0
ENSMUSG00000086405	0
ENSMUSG00000086407	1
ENSMUSG00000086408	0
ENSMUSG00000086409	0
ENSMUSG00000086410	0
ENSMUSG00000086411	1
ENSMUSG00000086413	0
ENSMUSG00000086414	5
ENSMUSG00000086415	0
ENSMUSG00000086416	0
ENSMUSG00000086417	0
ENSMUSG00000086418	0
ENSMUSG00000086420	2
ENSMUSG00000086421	0
ENSMUSG00000086422	0
ENSMUSG00000086423	0
ENSMUSG00000086424	1
ENSMUSG00000086425	0
ENSMUSG00000086426	0
ENSMUSG00000086427	0
ENSMUSG00000086428	1
ENSMUSG00000086429	31
ENSMUSG00000086430	0
ENSMUSG00000086431	0
ENSMUSG00000086432	268
ENSMUSG00000086433	0
ENSMUSG00000086434	0
ENSMUSG00000086436	1
ENSMUSG00000086437	2
ENSMUSG00000086438	0
ENSMUSG00000086439	0
ENSMUSG00000086441	0
ENSMUSG00000086442	46
ENSMUSG00000086443	1
ENSMUSG00000086444	6
ENSMUSG00000086445	0
ENSMUSG00000086446	0
ENSMUSG00000086447	7
ENSMUSG00000086448	156
ENSMUSG00000086449	0
ENSMUSG00000086450	0
ENSMUSG00000086451	0
ENSMUSG00000086452	0
ENSMUSG00000086453	0
ENSMUSG00000086454	0
ENSMUSG00000086455	0
ENSMUSG00000086458	0
ENSMUSG00000086459	3
ENSMUSG00000086460	0
ENSMUSG00000086462	0
ENSMUSG00000086464	52
ENSMUSG00000086465	6
ENSMUSG00000086467	0
ENSMUSG00000086468	10
ENSMUSG00000086470	0
ENSMUSG00000086472	6
ENSMUSG00000086473	0
ENSMUSG00000086474	2
ENSMUSG00000086475	0
ENSMUSG00000086477	0
ENSMUSG00000086478	0
ENSMUSG00000086479	41
ENSMUSG00000086480	0
ENSMUSG00000086481	6
ENSMUSG00000086482	0
ENSMUSG00000086483	0
ENSMUSG00000086484	0
ENSMUSG00000086485	0
ENSMUSG00000086486	0
ENSMUSG00000086487	0
ENSMUSG00000086489	0
ENSMUSG00000086490	0
ENSMUSG00000086491	0
ENSMUSG00000086493	0
ENSMUSG00000086494	2
ENSMUSG00000086495	2
ENSMUSG00000086496	0
ENSMUSG00000086497	0
ENSMUSG00000086498	0
ENSMUSG00000086499	0
ENSMUSG00000086500	0
ENSMUSG00000086501	0
ENSMUSG00000086502	42
ENSMUSG00000086503	1
ENSMUSG00000086504	0
ENSMUSG00000086505	0
ENSMUSG00000086506	0
ENSMUSG00000086507	4
ENSMUSG00000086508	0
ENSMUSG00000086509	0
ENSMUSG00000086512	0
ENSMUSG00000086513	2
ENSMUSG00000086514	0
ENSMUSG00000086515	0
ENSMUSG00000086517	0
ENSMUSG00000086518	0
ENSMUSG00000086519	0
ENSMUSG00000086521	0
ENSMUSG00000086522	0
ENSMUSG00000086523	0
ENSMUSG00000086524	0
ENSMUSG00000086525	0
ENSMUSG00000086526	3
ENSMUSG00000086527	0
ENSMUSG00000086528	0
ENSMUSG00000086529	9
ENSMUSG00000086530	1
ENSMUSG00000086531	0
ENSMUSG00000086533	3
ENSMUSG00000086534	0
ENSMUSG00000086536	11
ENSMUSG00000086537	1
ENSMUSG00000086539	0
ENSMUSG00000086540	0
ENSMUSG00000086541	0
ENSMUSG00000086542	0
ENSMUSG00000086544	7
ENSMUSG00000086545	0
ENSMUSG00000086546	0
ENSMUSG00000086547	0
ENSMUSG00000086548	0
ENSMUSG00000086549	1
ENSMUSG00000086550	0
ENSMUSG00000086552	0
ENSMUSG00000086554	0
ENSMUSG00000086555	0
ENSMUSG00000086556	0
ENSMUSG00000086557	0
ENSMUSG00000086558	0
ENSMUSG00000086559	0
ENSMUSG00000086560	0
ENSMUSG00000086561	2
ENSMUSG00000086562	1
ENSMUSG00000086563	0
ENSMUSG00000086564	1
ENSMUSG00000086565	0
ENSMUSG00000086567	11
ENSMUSG00000086568	41
ENSMUSG00000086569	1
ENSMUSG00000086573	2
ENSMUSG00000086575	2
ENSMUSG00000086576	0
ENSMUSG00000086577	1
ENSMUSG00000086578	0
ENSMUSG00000086580	0
ENSMUSG00000086582	3
ENSMUSG00000086583	1530
ENSMUSG00000086584	0
ENSMUSG00000086585	0
ENSMUSG00000086586	1
ENSMUSG00000086587	23
ENSMUSG00000086588	0
ENSMUSG00000086589	6
ENSMUSG00000086591	5
ENSMUSG00000086592	0
ENSMUSG00000086593	150
ENSMUSG00000086594	6
ENSMUSG00000086595	0
ENSMUSG00000086596	0
ENSMUSG00000086598	0
ENSMUSG00000086600	3
ENSMUSG00000086601	0
ENSMUSG00000086602	0
ENSMUSG00000086603	1
ENSMUSG00000086604	0
ENSMUSG00000086605	18
ENSMUSG00000086606	3
ENSMUSG00000086607	0
ENSMUSG00000086608	0
ENSMUSG00000086610	27
ENSMUSG00000086612	0
ENSMUSG00000086613	0
ENSMUSG00000086614	0
ENSMUSG00000086617	0
ENSMUSG00000086618	0
ENSMUSG00000086620	0
ENSMUSG00000086621	0
ENSMUSG00000086624	0
ENSMUSG00000086625	0
ENSMUSG00000086628	119
ENSMUSG00000086629	40
ENSMUSG00000086630	0
ENSMUSG00000086631	0
ENSMUSG00000086632	0
ENSMUSG00000086633	0
ENSMUSG00000086636	0
ENSMUSG00000086637	0
ENSMUSG00000086638	2
ENSMUSG00000086641	0
ENSMUSG00000086643	0
ENSMUSG00000086644	0
ENSMUSG00000086645	1
ENSMUSG00000086646	0
ENSMUSG00000086648	0
ENSMUSG00000086649	0
ENSMUSG00000086650	0
ENSMUSG00000086652	1
ENSMUSG00000086653	0
ENSMUSG00000086654	4
ENSMUSG00000086655	0
ENSMUSG00000086656	0
ENSMUSG00000086657	1
ENSMUSG00000086658	0
ENSMUSG00000086659	0
ENSMUSG00000086660	0
ENSMUSG00000086662	0
ENSMUSG00000086665	0
ENSMUSG00000086666	2
ENSMUSG00000086667	0
ENSMUSG00000086668	0
ENSMUSG00000086669	3
ENSMUSG00000086670	21
ENSMUSG00000086671	0
ENSMUSG00000086674	0
ENSMUSG00000086675	0
ENSMUSG00000086676	0
ENSMUSG00000086677	0
ENSMUSG00000086679	0
ENSMUSG00000086680	1
ENSMUSG00000086681	0
ENSMUSG00000086682	45
ENSMUSG00000086683	0
ENSMUSG00000086684	0
ENSMUSG00000086685	0
ENSMUSG00000086686	54
ENSMUSG00000086687	1
ENSMUSG00000086688	145
ENSMUSG00000086689	0
ENSMUSG00000086690	0
ENSMUSG00000086691	0
ENSMUSG00000086693	2
ENSMUSG00000086694	0
ENSMUSG00000086695	0
ENSMUSG00000086696	0
ENSMUSG00000086697	0
ENSMUSG00000086698	0
ENSMUSG00000086699	0
ENSMUSG00000086700	0
ENSMUSG00000086701	0
ENSMUSG00000086702	0
ENSMUSG00000086703	0
ENSMUSG00000086704	0
ENSMUSG00000086706	1
ENSMUSG00000086707	0
ENSMUSG00000086708	0
ENSMUSG00000086709	0
ENSMUSG00000086710	0
ENSMUSG00000086711	0
ENSMUSG00000086712	0
ENSMUSG00000086713	0
ENSMUSG00000086714	2
ENSMUSG00000086715	0
ENSMUSG00000086716	0
ENSMUSG00000086717	12
ENSMUSG00000086718	0
ENSMUSG00000086719	0
ENSMUSG00000086720	0
ENSMUSG00000086721	0
ENSMUSG00000086722	0
ENSMUSG00000086724	0
ENSMUSG00000086725	33
ENSMUSG00000086726	0
ENSMUSG00000086727	0
ENSMUSG00000086728	27
ENSMUSG00000086729	0
ENSMUSG00000086730	0
ENSMUSG00000086731	0
ENSMUSG00000086732	0
ENSMUSG00000086733	11
ENSMUSG00000086735	0
ENSMUSG00000086736	0
ENSMUSG00000086737	0
ENSMUSG00000086738	0
ENSMUSG00000086739	0
ENSMUSG00000086740	8
ENSMUSG00000086741	0
ENSMUSG00000086742	0
ENSMUSG00000086743	0
ENSMUSG00000086744	0
ENSMUSG00000086745	0
ENSMUSG00000086746	3
ENSMUSG00000086748	0
ENSMUSG00000086749	0
ENSMUSG00000086750	0
ENSMUSG00000086752	0
ENSMUSG00000086753	4
ENSMUSG00000086754	3
ENSMUSG00000086755	0
ENSMUSG00000086756	0
ENSMUSG00000086757	0
ENSMUSG00000086758	0
ENSMUSG00000086760	0
ENSMUSG00000086761	2
ENSMUSG00000086762	4
ENSMUSG00000086763	4
ENSMUSG00000086764	0
ENSMUSG00000086765	20
ENSMUSG00000086766	0
ENSMUSG00000086767	0
ENSMUSG00000086769	2
ENSMUSG00000086770	0
ENSMUSG00000086771	9
ENSMUSG00000086772	0
ENSMUSG00000086773	1
ENSMUSG00000086774	0
ENSMUSG00000086775	0
ENSMUSG00000086777	0
ENSMUSG00000086779	0
ENSMUSG00000086781	0
ENSMUSG00000086782	83
ENSMUSG00000086783	0
ENSMUSG00000086784	1107
ENSMUSG00000086785	0
ENSMUSG00000086786	1
ENSMUSG00000086788	0
ENSMUSG00000086789	0
ENSMUSG00000086790	0
ENSMUSG00000086791	0
ENSMUSG00000086792	0
ENSMUSG00000086793	0
ENSMUSG00000086794	1
ENSMUSG00000086795	0
ENSMUSG00000086796	4
ENSMUSG00000086798	1
ENSMUSG00000086799	0
ENSMUSG00000086800	0
ENSMUSG00000086801	0
ENSMUSG00000086804	0
ENSMUSG00000086805	1
ENSMUSG00000086806	0
ENSMUSG00000086807	0
ENSMUSG00000086808	0
ENSMUSG00000086810	0
ENSMUSG00000086812	0
ENSMUSG00000086813	7
ENSMUSG00000086814	0
ENSMUSG00000086815	0
ENSMUSG00000086816	2
ENSMUSG00000086817	0
ENSMUSG00000086818	0
ENSMUSG00000086819	10
ENSMUSG00000086820	0
ENSMUSG00000086821	0
ENSMUSG00000086822	0
ENSMUSG00000086823	0
ENSMUSG00000086824	1
ENSMUSG00000086825	130
ENSMUSG00000086826	4
ENSMUSG00000086827	0
ENSMUSG00000086828	0
ENSMUSG00000086830	0
ENSMUSG00000086831	0
ENSMUSG00000086833	0
ENSMUSG00000086834	1
ENSMUSG00000086835	0
ENSMUSG00000086836	0
ENSMUSG00000086837	2
ENSMUSG00000086838	0
ENSMUSG00000086839	2
ENSMUSG00000086840	0
ENSMUSG00000086841	119
ENSMUSG00000086842	1
ENSMUSG00000086843	0
ENSMUSG00000086844	8
ENSMUSG00000086845	0
ENSMUSG00000086846	0
ENSMUSG00000086847	0
ENSMUSG00000086848	1
ENSMUSG00000086849	17
ENSMUSG00000086850	0
ENSMUSG00000086851	0
ENSMUSG00000086852	0
ENSMUSG00000086853	0
ENSMUSG00000086854	0
ENSMUSG00000086855	0
ENSMUSG00000086856	0
ENSMUSG00000086858	0
ENSMUSG00000086859	145
ENSMUSG00000086860	0
ENSMUSG00000086861	0
ENSMUSG00000086862	0
ENSMUSG00000086863	0
ENSMUSG00000086864	0
ENSMUSG00000086866	1
ENSMUSG00000086867	0
ENSMUSG00000086868	62
ENSMUSG00000086869	32
ENSMUSG00000086870	0
ENSMUSG00000086872	0
ENSMUSG00000086873	2
ENSMUSG00000086874	0
ENSMUSG00000086875	0
ENSMUSG00000086876	0
ENSMUSG00000086877	31
ENSMUSG00000086879	0
ENSMUSG00000086881	8
ENSMUSG00000086882	0
ENSMUSG00000086883	18
ENSMUSG00000086884	0
ENSMUSG00000086885	0
ENSMUSG00000086886	0
ENSMUSG00000086887	0
ENSMUSG00000086889	1
ENSMUSG00000086890	2
ENSMUSG00000086891	5
ENSMUSG00000086892	0
ENSMUSG00000086893	0
ENSMUSG00000086894	0
ENSMUSG00000086896	0
ENSMUSG00000086898	0
ENSMUSG00000086899	0
ENSMUSG00000086900	0
ENSMUSG00000086902	0
ENSMUSG00000086903	0
ENSMUSG00000086904	0
ENSMUSG00000086905	0
ENSMUSG00000086906	0
ENSMUSG00000086907	0
ENSMUSG00000086908	0
ENSMUSG00000086909	0
ENSMUSG00000086910	0
ENSMUSG00000086911	0
ENSMUSG00000086912	0
ENSMUSG00000086913	0
ENSMUSG00000086914	47
ENSMUSG00000086915	1
ENSMUSG00000086916	12
ENSMUSG00000086917	0
ENSMUSG00000086918	0
ENSMUSG00000086919	0
ENSMUSG00000086920	369
ENSMUSG00000086921	0
ENSMUSG00000086922	1058
ENSMUSG00000086923	0
ENSMUSG00000086924	4
ENSMUSG00000086925	2
ENSMUSG00000086926	0
ENSMUSG00000086927	0
ENSMUSG00000086928	0
ENSMUSG00000086929	6
ENSMUSG00000086930	0
ENSMUSG00000086931	1
ENSMUSG00000086932	3
ENSMUSG00000086933	0
ENSMUSG00000086935	5
ENSMUSG00000086936	0
ENSMUSG00000086937	0
ENSMUSG00000086938	106
ENSMUSG00000086939	0
ENSMUSG00000086940	0
ENSMUSG00000086941	0
ENSMUSG00000086942	1
ENSMUSG00000086943	0
ENSMUSG00000086944	46
ENSMUSG00000086945	0
ENSMUSG00000086946	1
ENSMUSG00000086947	0
ENSMUSG00000086948	0
ENSMUSG00000086949	2
ENSMUSG00000086951	0
ENSMUSG00000086952	2
ENSMUSG00000086953	0
ENSMUSG00000086954	0
ENSMUSG00000086955	0
ENSMUSG00000086957	2
ENSMUSG00000086959	0
ENSMUSG00000086960	3
ENSMUSG00000086961	2
ENSMUSG00000086962	0
ENSMUSG00000086963	0
ENSMUSG00000086964	0
ENSMUSG00000086965	17
ENSMUSG00000086967	0
ENSMUSG00000086968	34
ENSMUSG00000086969	0
ENSMUSG00000086970	0
ENSMUSG00000086971	0
ENSMUSG00000086974	0
ENSMUSG00000086975	0
ENSMUSG00000086976	1
ENSMUSG00000086978	0
ENSMUSG00000086980	0
ENSMUSG00000086981	0
ENSMUSG00000086982	0
ENSMUSG00000086984	0
ENSMUSG00000086986	0
ENSMUSG00000086987	0
ENSMUSG00000086989	0
ENSMUSG00000086991	0
ENSMUSG00000086992	2
ENSMUSG00000086993	21
ENSMUSG00000086994	0
ENSMUSG00000086995	0
ENSMUSG00000086996	0
ENSMUSG00000086997	2
ENSMUSG00000086998	0
ENSMUSG00000086999	0
ENSMUSG00000087001	0
ENSMUSG00000087002	0
ENSMUSG00000087003	0
ENSMUSG00000087004	0
ENSMUSG00000087006	28
ENSMUSG00000087007	0
ENSMUSG00000087008	7
ENSMUSG00000087009	0
ENSMUSG00000087010	0
ENSMUSG00000087011	0
ENSMUSG00000087012	0
ENSMUSG00000087013	5
ENSMUSG00000087014	0
ENSMUSG00000087015	0
ENSMUSG00000087016	1
ENSMUSG00000087017	2
ENSMUSG00000087018	0
ENSMUSG00000087020	5
ENSMUSG00000087021	0
ENSMUSG00000087022	0
ENSMUSG00000087024	0
ENSMUSG00000087026	7
ENSMUSG00000087027	0
ENSMUSG00000087028	15
ENSMUSG00000087029	0
ENSMUSG00000087030	1
ENSMUSG00000087031	0
ENSMUSG00000087032	0
ENSMUSG00000087033	0
ENSMUSG00000087034	16
ENSMUSG00000087035	0
ENSMUSG00000087036	0
ENSMUSG00000087037	0
ENSMUSG00000087038	0
ENSMUSG00000087039	0
ENSMUSG00000087040	1
ENSMUSG00000087041	0
ENSMUSG00000087042	0
ENSMUSG00000087043	0
ENSMUSG00000087044	0
ENSMUSG00000087045	0
ENSMUSG00000087047	0
ENSMUSG00000087049	4
ENSMUSG00000087050	1
ENSMUSG00000087051	0
ENSMUSG00000087052	0
ENSMUSG00000087053	0
ENSMUSG00000087054	7
ENSMUSG00000087055	3
ENSMUSG00000087056	0
ENSMUSG00000087057	1
ENSMUSG00000087058	0
ENSMUSG00000087059	0
ENSMUSG00000087060	0
ENSMUSG00000087061	0
ENSMUSG00000087062	0
ENSMUSG00000087063	0
ENSMUSG00000087064	2
ENSMUSG00000087066	0
ENSMUSG00000087067	0
ENSMUSG00000087069	0
ENSMUSG00000087070	0
ENSMUSG00000087071	0
ENSMUSG00000087072	0
ENSMUSG00000087074	0
ENSMUSG00000087075	0
ENSMUSG00000087076	3
ENSMUSG00000087077	0
ENSMUSG00000087079	0
ENSMUSG00000087080	0
ENSMUSG00000087082	0
ENSMUSG00000087083	0
ENSMUSG00000087084	0
ENSMUSG00000087085	0
ENSMUSG00000087086	0
ENSMUSG00000087088	15
ENSMUSG00000087089	0
ENSMUSG00000087090	0
ENSMUSG00000087093	0
ENSMUSG00000087094	1
ENSMUSG00000087095	0
ENSMUSG00000087097	3
ENSMUSG00000087098	0
ENSMUSG00000087099	0
ENSMUSG00000087100	0
ENSMUSG00000087102	0
ENSMUSG00000087103	0
ENSMUSG00000087104	0
ENSMUSG00000087106	0
ENSMUSG00000087107	25
ENSMUSG00000087108	6
ENSMUSG00000087109	0
ENSMUSG00000087110	0
ENSMUSG00000087111	0
ENSMUSG00000087112	0
ENSMUSG00000087113	3
ENSMUSG00000087114	1
ENSMUSG00000087115	0
ENSMUSG00000087116	0
ENSMUSG00000087117	0
ENSMUSG00000087119	65
ENSMUSG00000087120	1
ENSMUSG00000087121	0
ENSMUSG00000087122	0
ENSMUSG00000087123	0
ENSMUSG00000087124	0
ENSMUSG00000087125	4
ENSMUSG00000087127	0
ENSMUSG00000087128	7
ENSMUSG00000087129	2
ENSMUSG00000087131	0
ENSMUSG00000087132	35
ENSMUSG00000087133	0
ENSMUSG00000087135	0
ENSMUSG00000087136	3
ENSMUSG00000087137	0
ENSMUSG00000087138	8
ENSMUSG00000087139	0
ENSMUSG00000087140	0
ENSMUSG00000087141	1254
ENSMUSG00000087142	1
ENSMUSG00000087143	6
ENSMUSG00000087144	0
ENSMUSG00000087145	0
ENSMUSG00000087146	0
ENSMUSG00000087147	0
ENSMUSG00000087148	0
ENSMUSG00000087149	0
ENSMUSG00000087150	4
ENSMUSG00000087151	2
ENSMUSG00000087152	0
ENSMUSG00000087153	50
ENSMUSG00000087155	0
ENSMUSG00000087157	0
ENSMUSG00000087158	1
ENSMUSG00000087159	1
ENSMUSG00000087160	0
ENSMUSG00000087162	0
ENSMUSG00000087163	3
ENSMUSG00000087164	0
ENSMUSG00000087165	27
ENSMUSG00000087166	0
ENSMUSG00000087167	0
ENSMUSG00000087168	0
ENSMUSG00000087170	0
ENSMUSG00000087171	0
ENSMUSG00000087172	0
ENSMUSG00000087173	5
ENSMUSG00000087174	44
ENSMUSG00000087175	0
ENSMUSG00000087176	6
ENSMUSG00000087177	21
ENSMUSG00000087178	12
ENSMUSG00000087179	5
ENSMUSG00000087180	0
ENSMUSG00000087181	10
ENSMUSG00000087182	0
ENSMUSG00000087184	0
ENSMUSG00000087185	1
ENSMUSG00000087187	5
ENSMUSG00000087190	1
ENSMUSG00000087192	0
ENSMUSG00000087193	1
ENSMUSG00000087194	7
ENSMUSG00000087195	0
ENSMUSG00000087196	0
ENSMUSG00000087197	0
ENSMUSG00000087198	0
ENSMUSG00000087199	0
ENSMUSG00000087200	1
ENSMUSG00000087201	29
ENSMUSG00000087202	1
ENSMUSG00000087203	0
ENSMUSG00000087204	0
ENSMUSG00000087205	0
ENSMUSG00000087206	1
ENSMUSG00000087207	1
ENSMUSG00000087208	0
ENSMUSG00000087210	0
ENSMUSG00000087211	0
ENSMUSG00000087213	43
ENSMUSG00000087214	0
ENSMUSG00000087215	0
ENSMUSG00000087216	1
ENSMUSG00000087217	0
ENSMUSG00000087219	0
ENSMUSG00000087220	0
ENSMUSG00000087221	1
ENSMUSG00000087222	3
ENSMUSG00000087223	0
ENSMUSG00000087224	0
ENSMUSG00000087225	0
ENSMUSG00000087226	0
ENSMUSG00000087228	0
ENSMUSG00000087230	0
ENSMUSG00000087231	22
ENSMUSG00000087232	0
ENSMUSG00000087233	0
ENSMUSG00000087234	0
ENSMUSG00000087235	15
ENSMUSG00000087236	33
ENSMUSG00000087238	0
ENSMUSG00000087239	0
ENSMUSG00000087240	13
ENSMUSG00000087241	54
ENSMUSG00000087242	1
ENSMUSG00000087244	0
ENSMUSG00000087245	0
ENSMUSG00000087246	0
ENSMUSG00000087247	0
ENSMUSG00000087248	1
ENSMUSG00000087249	12
ENSMUSG00000087250	0
ENSMUSG00000087252	0
ENSMUSG00000087253	3
ENSMUSG00000087254	1
ENSMUSG00000087255	0
ENSMUSG00000087256	0
ENSMUSG00000087258	0
ENSMUSG00000087259	11
ENSMUSG00000087260	251
ENSMUSG00000087261	0
ENSMUSG00000087262	0
ENSMUSG00000087263	0
ENSMUSG00000087264	2
ENSMUSG00000087265	2
ENSMUSG00000087266	5
ENSMUSG00000087267	0
ENSMUSG00000087268	0
ENSMUSG00000087269	23
ENSMUSG00000087270	2
ENSMUSG00000087271	14
ENSMUSG00000087272	8
ENSMUSG00000087273	5
ENSMUSG00000087276	0
ENSMUSG00000087277	0
ENSMUSG00000087278	2
ENSMUSG00000087279	0
ENSMUSG00000087281	0
ENSMUSG00000087282	0
ENSMUSG00000087283	0
ENSMUSG00000087286	1
ENSMUSG00000087288	0
ENSMUSG00000087289	0
ENSMUSG00000087290	0
ENSMUSG00000087291	1
ENSMUSG00000087292	0
ENSMUSG00000087293	0
