geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000091198|Gm5218	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000091199|Gm2619	0	3	3	4	5	1	9	1	6	4	3	1
ENSMUSG00000091204|Gm7271	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000091205|Vmn2r71	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091206|Vmn2r91	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091212|Krtap11-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091215|Gm17252	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000091216|Gm17208	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091221|Gm3084	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091223|Gm8775	5	1	1	0	3	1	2	1	4	3	0	2
ENSMUSG00000091227|Gm3755	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091228|Gm20390	4150	3926	4423	4366	4339	3732	3280	2761	3434	3417	4012	3747
ENSMUSG00000091230|Gm6970	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091233|Gm6434	0	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000091235|Gm4207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091237|Gm17114	1	0	1	1	0	1	0	0	0	2	5	1
ENSMUSG00000091238|Gm17103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091239|Vmn2r76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091243|Vgll3	2	4	2	7	4	4	5	4	10	8	7	14
ENSMUSG00000091248|Gm17689	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091251|Kiss1	39	68	78	56	64	79	72	48	52	54	63	80
ENSMUSG00000091255|Speer4e	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091259|Vmn2r110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091260|Vmn2r19	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091264|BC024659	466	461	452	534	634	703	625	732	490	448	470	634
ENSMUSG00000091268|Igkv17-134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091269|Gm6682	0	0	0	0	1	1	0	0	0	0	0	2
ENSMUSG00000091271|Gm17104	0	3	0	0	1	0	3	0	0	0	0	0
ENSMUSG00000091272|Gm17641	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091273|Gm6673	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091275|Gm3248	0	0	0	1	0	1	0	0	0	0	3	0
ENSMUSG00000091277|Gm1818	79	73	54	60	85	108	95	92	90	105	66	113
ENSMUSG00000091280|Gm17032	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091281|Gm8065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091283|Gm17234	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091285|Gm17430	4	7	13	3	7	1	1	1	3	3	0	2
ENSMUSG00000091286|Gm3111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091288|Gm17075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091289|Gm17051	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091290|Gm3275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091292|Gm3104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091293|Gm6047	1	0	1	0	0	0	0	1	2	0	1	1
ENSMUSG00000091294|Glis3	1	0	3	1	0	1	0	1	0	2	2	5
ENSMUSG00000091296|Gm4181	0	0	0	1	0	1	1	0	0	0	0	0
ENSMUSG00000091297|Gm8439	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000091304|Speer6-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091305|Gm17100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091306|Gm17606	8	19	21	9	24	19	17	9	29	14	19	18
ENSMUSG00000091307|Gm8895	59	39	61	60	61	73	38	68	58	83	53	54
ENSMUSG00000091308|Olfr1380	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000091311|Spata31d1b	0	0	1	1	1	1	1	1	0	0	0	1
ENSMUSG00000091312|Gm17490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091313|Fth-ps2	13	11	16	12	18	8	8	14	11	20	13	21
ENSMUSG00000091315|Gm17214	0	0	0	1	0	0	0	1	0	0	3	0
ENSMUSG00000091318|Gm5415	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091323|Gm12166	85	142	116	95	102	136	159	89	96	95	88	127
ENSMUSG00000091325|Gm3760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091326|Traj54	0	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000091329|1700112D23Rik	45	51	58	61	67	43	65	47	56	62	39	98
ENSMUSG00000091331|Gm20520	0	0	0	1	1	0	0	0	0	1	5	1
ENSMUSG00000091336|Gm17157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091337|Eid1	174	183	189	233	152	277	225	199	196	196	238	212
ENSMUSG00000091340|Flg	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091345|Col6a5	24	11	5	13	1	14	10	6	23	12	15	5
ENSMUSG00000091347|Gm17353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091350|Vmn2r92	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091351|Gm17135	2	1	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000091355|Gm17142	4	6	2	3	1	7	3	3	4	1	0	1
ENSMUSG00000091358|Speer5-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091361|Gm5277	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091363|Gm7701	26	49	51	39	39	49	46	60	51	38	67	52
ENSMUSG00000091366|Gm17040	0	0	0	1	0	0	5	1	6	14	7	3
ENSMUSG00000091367|Gm17711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091368|Gm17085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091370|5730435O14Rik	26	40	25	51	33	13	11	15	16	8	6	18
ENSMUSG00000091373|Gm8810	0	2	0	0	0	1	0	2	1	0	0	0
ENSMUSG00000091375|Vmn2r15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091376|Aadacl2	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091378|Gm4219	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000091381|Vmn2r83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091382|Vmn1r18	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091383|Hist1h2al	5	8	1	3	2	4	2	1	5	3	4	0
ENSMUSG00000091386|Olfr443-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091387|Gcnt4	148	156	145	168	168	182	165	180	152	151	116	111
ENSMUSG00000091388|Gm17576	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000091390|Gm17168	9	12	12	13	13	8	15	7	8	7	18	6
ENSMUSG00000091393|5330438I03Rik	1	3	1	1	1	1	6	0	2	2	1	0
ENSMUSG00000091396|Spanxn4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091400|Gm6356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091401|Gm9252	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000091402|BC048943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091404|Gm3140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091405|Hist2h4	154	156	133	150	194	172	197	140	154	141	164	198
ENSMUSG00000091407|Vmn2r117	1	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091408|Gm6728	3	0	2	7	3	1	2	1	5	4	3	3
ENSMUSG00000091410|Gm17150	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000091411|Gm5916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091412|Gm2895	2	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091415|Akd1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091416|Gm6327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091418|Gm17143	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091419|Gm17450	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000091421|Gm4202	308	295	321	339	306	354	362	309	317	299	343	398
ENSMUSG00000091422|4933402N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091423|Gm17509	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000091425|Gm17118	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091426|Gm17228	13	22	21	28	26	30	30	45	22	30	18	27
ENSMUSG00000091429|Gm17093	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000091430|Gm17337	0	1	0	0	3	0	0	2	0	2	0	0
ENSMUSG00000091435|Vmn1r115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091438|Gm17088	9	20	15	7	5	4	6	10	16	16	11	16
ENSMUSG00000091441|Gm17387	0	0	2	0	2	0	0	2	0	1	0	0
ENSMUSG00000091442|Gm17031	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091443|Gm17023	4	4	9	9	5	4	6	13	17	18	9	15
ENSMUSG00000091449|Gm10269	67	52	72	70	54	61	74	41	69	23	85	63
ENSMUSG00000091450|Vmn2r11	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091453|Gm6541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091455|Otogl	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091457|Gm17171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091459|Gm17054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091460|Gm7808	35	24	23	23	24	36	21	26	16	12	27	24
ENSMUSG00000091462|Gm17084	195	208	212	195	249	259	245	232	222	260	230	249
ENSMUSG00000091466|Gm17183	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000091468|Vmn2r82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091470|Gm17159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091471|Gm20538	920	865	923	946	986	1030	1156	886	992	942	1136	1253
ENSMUSG00000091472|Gm3739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091474|2610021A01Rik	180	241	213	289	233	222	213	307	232	199	184	218
ENSMUSG00000091475|2810468N07Rik	0	1	1	0	3	0	0	1	5	0	1	1
ENSMUSG00000091476|Gm16432	3	2	0	5	2	7	5	11	2	1	2	3
ENSMUSG00000091477|Gm5799	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000091478|Gm10039	691	663	672	604	690	691	790	575	643	641	888	791
ENSMUSG00000091479|Gm17035	0	0	1	2	1	2	1	0	1	0	3	1
ENSMUSG00000091481|Gm17154	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091483|Gm8715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091486|Gm7953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091487|Gm6586	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091490|Triml2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091491|Vmn2r97	2	0	1	0	0	1	1	1	1	1	0	2
ENSMUSG00000091492|Gm17025	7	5	3	4	2	2	3	10	8	10	6	10
ENSMUSG00000091494|Gm3269	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091496|Gm8398	0	0	1	0	0	0	0	2	0	0	0	3
ENSMUSG00000091497|Gm44	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091498|Mpc1-ps	884	877	877	921	859	917	1349	1009	931	871	1088	1329
ENSMUSG00000091504|Vmn2r118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091507|Gm17194	0	0	2	1	0	1	3	0	2	4	1	4
ENSMUSG00000091509|Gm17066	43	39	63	111	56	97	111	134	55	118	49	86
ENSMUSG00000091510|Mtag2	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091511|Vmn2r87	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000091512|Lamtor3	137	132	149	175	172	196	183	180	174	175	192	163
ENSMUSG00000091514|Gm17484	4	3	3	4	5	3	9	6	16	9	2	12
ENSMUSG00000091515|Zfp422-rs1	0	0	0	0	0	0	1	1	0	0	1	4
ENSMUSG00000091519|Skor2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091523|AU040972	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091526|Gm6494	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000091528|Gm9268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091530|Cldn20	0	4	0	4	9	4	4	3	0	0	1	0
ENSMUSG00000091531|Olfr102	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000091534|Gm17195	50	46	45	65	59	69	37	42	32	72	62	59
ENSMUSG00000091537|Tma7	345	374	404	411	348	365	425	347	396	340	382	428
ENSMUSG00000091539|Vmn1r238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091541|Vmn1r9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091542|Gm17167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091548|Gm17572	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000091549|Gm6548	146	134	135	191	122	124	139	121	136	133	165	154
ENSMUSG00000091550|Gm6811	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091552|Gm8711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091553|Serpina3e-ps	9	10	1	3	1	1	0	2	1	1	1	2
ENSMUSG00000091556|Gm14569	0	0	0	0	0	1	0	1	1	0	0	0
ENSMUSG00000091557|Gm8584	0	0	2	8	2	0	1	1	0	0	0	3
ENSMUSG00000091558|Gm17227	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000091561|Gm6665	2	3	1	9	5	2	8	6	4	4	5	6
ENSMUSG00000091562|Gm9581	166	213	181	187	239	185	221	230	241	260	216	208
ENSMUSG00000091563|Gm8108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091568|Gm8206	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000091569|Gm8232	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000091570|Gm7707	0	1	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000091572|Vmn2r3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091573|Serpina3d-ps	3	7	0	3	1	1	0	2	0	1	1	2
ENSMUSG00000091575|2010016I18Rik	3	0	1	2	9	3	3	3	2	8	5	3
ENSMUSG00000091576|Trim30b	2	5	2	1	2	9	15	1	0	3	0	7
ENSMUSG00000091577|Gm6211	1	3	0	0	4	1	1	1	1	0	6	1
ENSMUSG00000091579|Gm20727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091580|Gm6467	40	41	31	46	58	38	43	38	52	25	46	46
ENSMUSG00000091583|Gm17033	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091584|Gm8180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091586|Cyp4f17	143	115	161	132	139	192	177	151	108	108	124	129
ENSMUSG00000091587|Gm17191	88	105	118	87	109	83	110	114	125	112	98	130
ENSMUSG00000091594|Gm17067	0	1	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000091595|Gm3344	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091601|Olfr93	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000091604|Gm17349	2	8	2	3	2	5	2	9	6	5	1	9
ENSMUSG00000091605|Gm8256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091606|Ighv2-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091609|Acer2	3	5	8	20	8	13	19	19	7	10	15	22
ENSMUSG00000091611|Gm9364	0	3	0	1	0	1	1	0	0	0	0	1
ENSMUSG00000091612|Gm17087	1	0	1	2	2	1	4	2	1	2	2	1
ENSMUSG00000091613|Gm17046	1	0	0	2	1	2	2	3	1	2	1	2
ENSMUSG00000091614|Gm17657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091615|Gm17044	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091617|Gm3752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091618|H60c	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000091619|Gm3625	0	0	1	0	4	0	0	1	2	0	3	0
ENSMUSG00000091620|Vmn2r23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091623|Gm17092	3	2	3	1	1	0	4	2	0	1	2	3
ENSMUSG00000091624|Vmn2r9	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091625|Lsm5	38	31	33	37	36	53	52	40	40	71	39	64
ENSMUSG00000091627|Gm5929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091631|Vmn2r95	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091635|Vmn2r13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091636|A330050F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091638|Vmn1r113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091639|Gm3756	10	5	11	12	3	5	3	9	13	7	14	13
ENSMUSG00000091644|Gm17590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091648|C2cd4d	16	17	28	32	13	19	15	9	16	8	37	16
ENSMUSG00000091649|Gm4902	0	17	7	18	30	10	14	5	13	13	14	17
ENSMUSG00000091650|Apol11a	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000091651|Vmn2r36	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091652|Vmn1r57	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091655|Gm8741	53	28	46	32	27	45	40	34	42	41	32	33
ENSMUSG00000091656|Vmn2r106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091657|Gm3072	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091659|Gm17099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091661|Gm17021	113	165	158	189	137	136	130	171	102	138	93	128
ENSMUSG00000091662|Vmn1r69	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091665|Gm17101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091668|Gm9307	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091669|Gm17117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091670|Vmn2r105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091671|Trbv10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091672|Gm17129	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000091674|C630004L07Rik	0	1	0	1	0	0	1	0	0	1	0	2
ENSMUSG00000091676|Gm8374	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091679|Vmn2r96	0	0	0	0	0	1	0	0	3	0	0	0
ENSMUSG00000091680|Klhdc7b	4	4	8	7	3	3	1	3	7	3	5	5
ENSMUSG00000091681|Gm17037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091682|Gm17356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091685|Gm17359	0	3	0	0	1	4	3	2	1	3	0	2
ENSMUSG00000091686|4930471C04Rik	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000091692|4930433I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091694|Apol11b	6	9	8	1	25	18	1	1	5	1	16	2
ENSMUSG00000091695|Gm17669	1	0	0	3	1	1	1	0	0	1	0	1
ENSMUSG00000091697|Eif3s6-ps2	6	3	4	4	5	6	2	2	11	3	7	6
ENSMUSG00000091698|Gm6526	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091700|Gm7876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091703|Gm4222	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000091705|H2-Q2	5	25	16	18	18	11	15	4	14	14	11	9
ENSMUSG00000091707|Gm8224	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000091709|Gm17189	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091712|Sec14l5	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000091713|Gm17126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091718|Gm16506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091721|Gm5549	13	26	24	8	14	16	11	24	22	20	32	25
ENSMUSG00000091722|Siah3	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000091723|Gm17366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091725|Gm8220	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000091730|Gm17230	5	4	7	11	1	4	2	4	5	7	4	12
ENSMUSG00000091731|Gm17542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091732|Gm17541	5	5	5	10	3	3	4	4	5	7	2	4
ENSMUSG00000091733|Gm8094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091734|Vmn1r29	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091735|Gpr62	0	1	1	0	0	0	1	0	1	0	0	0
ENSMUSG00000091736|Yy2	57	56	72	62	69	75	63	58	45	63	80	63
ENSMUSG00000091740|Gm7929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091741|Gm17161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091742|Gm5093	11	4	5	7	3	4	2	3	6	5	6	8
ENSMUSG00000091743|Gm5705	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091744|Gm17732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091745|Gm17098	0	0	0	1	0	2	0	1	0	1	0	0
ENSMUSG00000091747|D17H6S56E-5	36	49	57	60	56	51	40	34	34	48	44	66
ENSMUSG00000091749|Tspy-ps	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000091752|Gm3208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091754|Gm3636	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091756|Gm3095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091757|Gm17064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091762|Gm3191	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091764|Zfp964	16	44	29	23	32	30	38	32	23	26	20	33
ENSMUSG00000091767|Gm17618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091768|Gm17617	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091771|Vmn2r103	2	0	1	0	0	1	1	1	1	1	0	2
ENSMUSG00000091775|Gm16494	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091776|Gm8340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091779|Gm6763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091780|Sco2	2235	2333	2196	2293	2873	2647	2678	2131	2235	1739	1802	2674
ENSMUSG00000091784|Gm17022	0	0	0	3	2	0	0	0	1	1	1	1
ENSMUSG00000091785|Rpl29-ps5	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000091786|Gm8425	0	0	2	1	1	0	0	0	1	1	1	1
ENSMUSG00000091788|Gm8032	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091792|Gm3573	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091794|Vmn2r18	0	3	1	2	0	1	1	1	2	0	1	1
ENSMUSG00000091800|Igkv1-115	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000091803|Cox16	548	618	752	676	660	736	715	719	677	699	560	805
ENSMUSG00000091805|Vmn2r108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091806|Gm5258	0	0	2	2	0	1	0	0	0	0	0	0
ENSMUSG00000091808|Gm9671	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091809|Olfr721-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091811|Prr24	44	50	52	37	61	52	73	43	55	43	67	57
ENSMUSG00000091812|Ear-ps5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091813|Ces2h	1	2	5	5	6	1	0	2	3	0	0	3
ENSMUSG00000091814|Gm8050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091815|Gm17153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091816|Gm17141	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091817|Gm17091	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000091818|Rpl19-ps7	2	0	2	5	3	0	1	1	1	1	2	1
ENSMUSG00000091821|Gm17503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091825|Gm5778	10	19	19	6	18	16	12	19	14	14	10	15
ENSMUSG00000091827|Gm3495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091831|Gm4707	27	26	31	35	34	38	41	46	29	44	17	31
ENSMUSG00000091832|Gm17155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091834|Gm17177	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000091842|Gm16490	0	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000091844|Gm8251	10	15	8	6	8	10	5	17	10	11	18	18
ENSMUSG00000091845|Gm4604	140	73	134	111	104	102	111	79	92	88	117	107
ENSMUSG00000091847|Gm2855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091849|Gm17188	2	2	3	0	4	4	8	1	4	3	1	4
ENSMUSG00000091854|Mier2	74	54	70	64	54	62	76	53	43	39	78	64
ENSMUSG00000091859|Vmn2r100	2	0	1	0	0	1	1	1	1	1	0	2
ENSMUSG00000091863|Gm7157	0	0	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000091864|Gm17102	4	1	3	7	10	10	13	5	7	6	6	11
ENSMUSG00000091865|Gm17244	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091866|Gm6257	1	0	0	0	0	0	0	0	1	1	4	0
ENSMUSG00000091867|Cyp2a22	40	22	17	33	24	26	59	28	43	12	31	66
ENSMUSG00000091873|Olfr732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091874|Vmn1r56	0	0	0	0	0	0	0	0	0	0	0	0
