"","Gene_name","Sample_CTR1_liver_ZT02","Sample_CTR1_liver_ZT06","Sample_CTR1_liver_ZT10","Sample_CTR1_liver_ZT14","Sample_CTR1_liver_ZT18","Sample_CTR1_liver_ZT22","Sample_CTR2_liver_ZT02","Sample_CTR2_liver_ZT06","Sample_CTR2_liver_ZT10","Sample_CTR2_liver_ZT14","Sample_CTR2_liver_ZT18","Sample_CTR2_liver_ZT22"
"22722","ENSMUSG00000078161|BC007180",0,2,1,4,3,2,2,17,1,1,3,3
"22726","ENSMUSG00000078173|Lenep",263,101,112,149,158,123,199,122,216,153,179,90
"22728","ENSMUSG00000078179|Rnf148",9,15,26,15,14,19,13,14,24,13,15,20
"22729","ENSMUSG00000078180|AC239678.1",59,32,20,24,43,39,33,35,71,23,32,41
"22731","ENSMUSG00000078183|Gm15610",16,8,5,11,6,9,4,9,3,1,0,12
"22732","ENSMUSG00000078184|B020018G12Rik",45,38,25,19,25,21,30,25,47,20,33,26
"22733","ENSMUSG00000078185|Chml",52,45,66,70,77,71,66,79,149,56,53,43
"22736","ENSMUSG00000078190|Dnm3os",55,38,42,41,54,86,63,89,78,45,33,47
"22737","ENSMUSG00000078192|Gm7290",25,19,2,17,12,10,12,21,20,13,24,10
"22738","ENSMUSG00000078193|Gm2000",205,129,127,117,128,125,128,122,280,120,91,113
"22741","ENSMUSG00000078201|Tmem203",172,260,180,202,211,217,196,233,394,196,238,221
"22742","ENSMUSG00000078202|Nrarp",22,65,69,93,36,78,47,68,88,67,62,98
"22750","ENSMUSG00000078234|Klhdc7a",1700,2136,1738,899,882,1717,1279,2149,3670,1043,1274,1643
"22753","ENSMUSG00000078240|Gm3550",11,5,3,5,4,7,5,7,9,4,2,6
"22754","ENSMUSG00000078247|Airn",57,18,17,9,24,32,31,21,27,17,22,19
"22755","ENSMUSG00000078249|Hmga1-rs1",21,19,18,16,11,15,10,11,34,13,7,19
"22786","ENSMUSG00000078284|Cdc73",93,72,85,101,47,80,80,59,159,91,55,73
"22791","ENSMUSG00000078306|Gm16493",39,35,21,23,50,29,30,35,25,23,52,24
"22796","ENSMUSG00000078317|F8a",320,233,219,232,232,224,260,267,470,227,226,221
"22800","ENSMUSG00000078348|Sf3b5",532,475,396,517,456,453,512,573,941,464,518,523
"22801","ENSMUSG00000078349|AW011738",157,117,52,69,168,79,108,90,103,91,157,66
"22802","ENSMUSG00000078350|1190007F08Rik",167,169,164,148,177,164,158,196,344,157,176,140
"22807","ENSMUSG00000078370|Gm6316",15,6,6,4,8,2,5,7,6,8,9,3
"22808","ENSMUSG00000078377|Gm4294",45,38,27,26,33,33,26,29,59,28,25,19
"22812","ENSMUSG00000078427|Sarnp",668,530,512,555,544,530,561,538,1118,506,572,464
"22813","ENSMUSG00000078429|Ctdsp2",1084,1680,1605,1394,1269,1618,1108,2187,3015,1164,1256,1299
"22815","ENSMUSG00000078435|AU041133",109,82,46,74,65,101,102,101,151,78,85,86
"22816","ENSMUSG00000078439|2210404O07Rik",79,61,53,40,55,35,35,50,49,29,30,30
"22817","ENSMUSG00000078440|Dohh",822,665,654,863,763,690,771,729,1419,739,790,695
"22818","ENSMUSG00000078441|Scamp4",702,614,454,613,619,566,625,676,1103,562,623,541
"22821","ENSMUSG00000078451|Ppil6",14,7,9,12,6,13,8,21,15,7,6,18
"22822","ENSMUSG00000078452|Raet1d",304,228,192,150,84,199,138,371,1229,126,62,182
"22823","ENSMUSG00000078453|3110003A17Rik",136,167,132,174,131,219,144,268,320,179,118,169
"22824","ENSMUSG00000078480|Mrpl48-ps",26,16,26,23,29,20,14,21,46,21,18,20
"22826","ENSMUSG00000078484|Klhl17",379,306,253,299,251,339,294,363,419,207,235,242
"22827","ENSMUSG00000078485|Plekhn1",21,15,4,9,8,16,13,10,12,12,16,8
"22828","ENSMUSG00000078486|2310042D19Rik",2,5,2,7,1,0,2,5,69,4,4,7
"22831","ENSMUSG00000078489|Gm17106",140,83,100,126,112,102,115,137,147,96,116,70
"22832","ENSMUSG00000078490|C030017K20Rik",13,1,0,4,3,3,0,4,3,0,2,1
"22834","ENSMUSG00000078492|1700045H11Rik",11,3,8,6,2,2,1,1,4,6,3,1
"22835","ENSMUSG00000078493|A930039A15Rik",35007,32586,30484,35445,25702,32228,33592,42362,66372,32919,27293,28433
"22837","ENSMUSG00000078495|Gm13157",104,108,130,118,75,139,108,156,227,106,61,99
"22838","ENSMUSG00000078496|Gm13152",164,184,225,253,168,187,187,194,492,227,175,166
"22842","ENSMUSG00000078502|Gm13212",15,22,12,9,2,14,7,27,19,17,11,13
"22854","ENSMUSG00000078515|Ddi2",15666,14029,12097,14110,15071,12755,12167,13916,19831,11675,15276,10609
"22855","ENSMUSG00000078517|Emc1",2975,2749,2799,3033,2794,2951,2763,3058,4828,2540,3008,2439
"22860","ENSMUSG00000078525|Gm5776",32,9,20,19,18,16,25,18,37,13,17,32
"22862","ENSMUSG00000078528|Gm17068",12,11,13,7,13,14,16,18,22,20,13,15
"22866","ENSMUSG00000078546|2210404O09Rik",58,59,75,49,22,68,76,90,135,51,44,69
"22868","ENSMUSG00000078552|Dcdc2b",36,29,16,34,43,32,31,33,36,18,29,21
"22872","ENSMUSG00000078566|Bnip3",3672,3659,7082,11121,5283,3774,3836,5511,15846,7114,5710,3181
"22873","ENSMUSG00000078570|1110065P20Rik",411,386,309,408,558,392,439,365,960,494,585,388
"22874","ENSMUSG00000078572|1810043H04Rik",425,380,272,403,348,388,378,410,586,318,322,319
"22878","ENSMUSG00000078578|Ube2d3",7094,6696,7380,8551,5985,7441,7097,7830,15835,7089,5851,5793
"22879","ENSMUSG00000078580|E430018J23Rik",253,194,192,242,270,186,231,187,425,233,233,196
"22880","ENSMUSG00000078582|Hivep3",17,24,13,19,19,19,15,19,21,20,14,21
"22881","ENSMUSG00000078584|AU022252",2941,2891,2284,2411,2795,3015,2781,3751,4775,2496,2971,2508
"22883","ENSMUSG00000078588|Ccdc24",8,4,16,11,28,10,5,18,14,9,16,11
"22886","ENSMUSG00000078592|Gm4609",9,1,3,4,3,13,0,3,9,1,3,3
"22888","ENSMUSG00000078597|Cyp4a12b",1851,1399,1894,1328,2100,1122,1715,1668,3447,1573,1856,1059
"22895","ENSMUSG00000078606|Gm4070",41,58,62,94,41,119,43,183,99,62,77,107
"22896","ENSMUSG00000078607|1810010H24Rik",53,111,82,96,71,81,54,105,153,74,52,31
"22898","ENSMUSG00000078612|1700024P16Rik",408,309,210,245,489,331,341,437,433,250,504,329
"22899","ENSMUSG00000078616|Trim30c",7,15,11,26,12,32,14,23,28,23,22,16
"22901","ENSMUSG00000078619|Smarcd2",2864,2220,2165,2805,2694,2232,2087,2325,4140,2435,2920,1936
"22902","ENSMUSG00000078620|Gm10964",12,4,12,9,11,17,15,15,8,8,13,5
"22904","ENSMUSG00000078622|Ccdc47",3875,3249,3488,4089,3535,4060,3790,3682,7516,3753,3426,3300
"22909","ENSMUSG00000078630|Tomt",18,6,7,13,10,12,11,11,14,9,14,9
"22911","ENSMUSG00000078635|1700028N14Rik",4,3,4,2,6,2,5,3,3,2,11,5
"22916","ENSMUSG00000078650|G6pc",24546,10964,15607,16235,18889,15060,18806,9152,18744,20038,10994,12093
"22917","ENSMUSG00000078651|Aoc2",72,32,25,35,40,20,30,24,53,36,32,21
"22918","ENSMUSG00000078652|Psme3",1841,1527,1415,1624,1608,1515,1496,1576,2948,1559,1807,1410
"22919","ENSMUSG00000078653|Cntd1",44,28,28,23,37,23,35,46,16,16,55,28
"22921","ENSMUSG00000078656|Vps25",1727,1463,1234,1414,1308,1560,1490,1727,2789,1507,1422,1310
"22925","ENSMUSG00000078667|1700094D03Rik",131,111,104,169,153,111,108,110,207,147,143,104
"22927","ENSMUSG00000078670|Fam174b",356,227,250,258,284,215,234,245,470,236,319,197
"22928","ENSMUSG00000078671|Chd2",2490,2499,2501,1965,1837,2291,1880,3278,4167,1749,1690,1989
"22929","ENSMUSG00000078672|Mup20",130175,127150,108498,99744,128584,108224,79311,112009,225992,106014,107874,97376
"22930","ENSMUSG00000078673|Mup19",155,275,137,245,72,186,69,174,289,78,115,199
"22931","ENSMUSG00000078674|Mup18",792,2006,462,454,279,635,118,594,596,247,413,1457
"22932","ENSMUSG00000078675|Mup16",3399,8396,2299,2750,2131,3700,1292,4804,3704,2090,1864,5120
"22933","ENSMUSG00000078676|Casc3",1500,1216,1089,1217,1289,1120,1193,1134,2123,1156,1437,984
"22935","ENSMUSG00000078680|Mup10",11474,14520,9528,13874,9908,11961,9125,15028,19720,9964,9187,10229
"22936","ENSMUSG00000078681|Tm2d3",929,779,820,988,852,817,803,904,1815,902,875,813
"22937","ENSMUSG00000078683|Mup1",1137,2651,1277,1410,985,1612,682,918,1900,1030,892,1693
"22938","ENSMUSG00000078684|5830417I10Rik",550,375,343,400,467,367,454,389,632,378,479,346
"22939","ENSMUSG00000078685|Mup-ps4",5,22,5,3,3,9,2,4,4,8,7,8
"22940","ENSMUSG00000078686|Mup9",700,3322,740,629,156,459,31,476,643,182,321,2718
"22941","ENSMUSG00000078687|Mup8",62,136,50,52,34,48,31,65,101,55,59,70
"22942","ENSMUSG00000078688|Mup2",225,252,246,239,107,150,243,207,462,170,129,126
"22943","ENSMUSG00000078689|Mup6",35,19,19,17,25,14,14,26,51,24,40,30
"22945","ENSMUSG00000078695|Cisd3",993,674,720,834,773,779,876,1008,1331,720,909,672
"22947","ENSMUSG00000078700|D030028A08Rik",323,138,134,162,243,188,246,233,185,164,233,180
"22949","ENSMUSG00000078713|Tomm5",414,410,310,417,392,398,433,432,655,372,521,329
"22950","ENSMUSG00000078716|Tmem8b",58,70,30,30,26,44,33,78,55,32,48,32
"22951","ENSMUSG00000078719|Msmp",10,4,5,8,3,4,7,11,5,9,3,5
"22964","ENSMUSG00000078762|Haus5",163,210,180,192,186,221,177,210,319,169,184,188
"22965","ENSMUSG00000078763|Slfn1",7,11,9,10,6,13,9,20,12,3,9,13
"22966","ENSMUSG00000078765|U2af1l4",483,571,404,498,496,523,476,539,815,388,492,451
"22967","ENSMUSG00000078768|Zfp566",36,18,14,17,21,13,35,10,28,21,15,13
"22968","ENSMUSG00000078771|Evi2a",42,52,63,59,44,74,50,68,100,41,39,54
"22969","ENSMUSG00000078772|Gm12353",437,356,338,396,372,391,358,415,724,382,404,291
"22970","ENSMUSG00000078773|Rad54b",46,34,34,46,57,82,45,52,82,41,52,39
"22972","ENSMUSG00000078779|Zfp59",74,60,74,55,70,80,93,77,141,53,59,64
"22973","ENSMUSG00000078780|Gm5150",7,31,25,20,23,36,14,37,29,16,14,35
"22975","ENSMUSG00000078784|1810022K09Rik",535,359,286,312,285,425,411,522,606,325,298,326
"22976","ENSMUSG00000078786|BC024978",179,72,88,113,175,87,135,92,196,126,127,96
"22978","ENSMUSG00000078789|Dph1",999,878,685,842,744,960,978,942,1429,770,893,890
"22980","ENSMUSG00000078794|Dact3",16,16,14,21,17,20,25,22,29,25,20,17
"22988","ENSMUSG00000078812|Eif5a",9421,7648,7075,7872,8689,7586,9011,9083,14855,7896,9467,7274
"22989","ENSMUSG00000078813|Leng1",457,326,306,410,390,309,388,310,693,361,372,302
"22991","ENSMUSG00000078816|Prkcg",2,2,2,11,2,4,2,6,4,6,3,3
"22992","ENSMUSG00000078817|Nlrp12",941,958,665,1715,1582,1533,967,1152,1209,905,1399,1085
"22998","ENSMUSG00000078851|Hist3h2a",295,185,178,236,296,194,253,216,394,220,324,175
"22999","ENSMUSG00000078853|Igtp",893,857,612,1294,758,1093,908,1157,1622,818,1306,1001
"23000","ENSMUSG00000078861|Zfp931",203,162,173,197,189,211,173,213,297,179,168,133
"23001","ENSMUSG00000078862|Gm14326",153,99,130,185,134,129,122,148,325,154,117,105
"23002","ENSMUSG00000078864|Gm14322",30,12,18,19,33,17,16,21,30,22,16,13
"23004","ENSMUSG00000078866|Gm14420",1572,376,1120,2191,1187,884,968,577,3249,1603,1085,674
"23005","ENSMUSG00000078867|Gm14418",33,23,20,30,29,27,36,37,40,28,45,30
"23006","ENSMUSG00000078868|Gm14412",23,34,19,18,18,25,14,27,29,17,19,17
"23008","ENSMUSG00000078870|Gm14410",89,58,80,96,89,51,73,70,126,75,64,63
"23012","ENSMUSG00000078877|Gm14295",138,106,111,112,117,112,153,108,245,119,135,105
"23013","ENSMUSG00000078878|Gm14305",98,104,86,112,93,98,106,89,213,106,92,99
"23014","ENSMUSG00000078879|Gm14306",10,11,3,13,5,6,10,4,6,12,11,6
"23021","ENSMUSG00000078894|2210418O10Rik",17,9,12,13,11,6,7,6,11,7,6,7
"23024","ENSMUSG00000078897|Gm4724",4,5,1,4,11,7,3,9,8,6,6,10
"23028","ENSMUSG00000078902|Gm14443",13,10,8,16,10,15,6,16,22,20,14,24
"23030","ENSMUSG00000078905|Gm14393",1,3,4,3,7,4,6,4,13,5,3,4
"23033","ENSMUSG00000078908|Mon1b",769,535,392,441,588,469,589,545,673,420,647,457
"23035","ENSMUSG00000078915|Hsp25-ps1",169,88,45,38,295,96,58,51,50,32,207,108
"23037","ENSMUSG00000078919|Dpm1",1859,1694,1844,2266,2219,1925,1745,1830,4179,1914,2046,1550
"23038","ENSMUSG00000078920|Ifi47",951,1563,474,665,640,1336,853,1518,854,470,876,1362
"23039","ENSMUSG00000078921|Tgtp2",102,76,79,151,73,89,105,110,168,74,117,89
"23040","ENSMUSG00000078922|Tgtp1",88,129,83,194,68,186,104,212,184,66,199,209
"23041","ENSMUSG00000078923|Ube2v1",485,435,403,460,446,486,434,543,807,414,474,413
"23045","ENSMUSG00000078931|Pdf",1119,868,795,1091,937,901,993,813,1613,818,890,822
"23047","ENSMUSG00000078933|Lrrc70",66,70,65,61,48,89,56,97,94,67,34,65
"23050","ENSMUSG00000078936|2410002O22Rik",310,269,273,333,252,281,331,305,541,260,293,248
"23051","ENSMUSG00000078937|Cpt1b",133,67,75,86,100,87,78,77,170,79,118,80
"23054","ENSMUSG00000078941|Taf9",911,874,796,1075,753,928,902,946,2007,965,795,738
"23055","ENSMUSG00000078942|Naip6",89,126,93,96,69,116,82,155,142,113,62,75
"23056","ENSMUSG00000078945|Naip2",252,338,322,361,305,397,328,558,593,305,290,389
"23065","ENSMUSG00000078960|Tob2",241,158,224,218,229,117,133,175,497,299,217,149
"23067","ENSMUSG00000078963|Hsbp1l1",70,44,45,32,23,69,34,89,64,40,37,28
"23068","ENSMUSG00000078964|Ces1b",923,1581,1865,2345,2078,1445,1645,2204,4160,2062,1966,1103
"23070","ENSMUSG00000078967|Gm3272",11,5,10,6,14,4,15,8,12,9,11,0
"23071","ENSMUSG00000078970|Wdr92",1952,1407,1792,2295,1581,1522,1984,1605,3946,1993,1597,1313
"23073","ENSMUSG00000078974|Sec61g",1753,1302,879,1266,1653,1509,1576,1389,2616,1364,1454,1466
"23077","ENSMUSG00000078994|Zfp429",25,38,37,62,34,57,24,42,76,37,38,41
"23078","ENSMUSG00000078995|Zfp456",90,84,78,118,119,84,92,91,148,91,87,79
"23082","ENSMUSG00000079002|C030006K11Rik",871,805,701,751,847,741,794,822,1200,672,1069,702
"23083","ENSMUSG00000079003|Samd1",477,327,310,529,807,247,335,217,764,418,938,313
"23091","ENSMUSG00000079012|Serpina3m",646677,587842,395626,626226,630297,572381,539637,501054,990287,510574,610773,495568
"23093","ENSMUSG00000079014|Serpina3i",15,18,12,12,7,22,4,21,20,9,18,11
"23094","ENSMUSG00000079015|Serpina1c",139325,110572,108371,131875,134792,113344,116918,145664,213288,105155,139960,106641
"23096","ENSMUSG00000079017|Ifi27l2a",132,166,72,104,81,183,144,161,189,149,82,160
"23097","ENSMUSG00000079018|Ly6c1",25,12,17,22,19,13,15,24,22,8,12,8
"23098","ENSMUSG00000079019|Insl3",25,23,17,22,19,23,11,10,30,9,22,29
"23099","ENSMUSG00000079020|Slc45a4",521,461,354,341,337,455,383,536,601,331,363,391
"23100","ENSMUSG00000079021|Flrt3",6,8,11,5,4,7,10,10,16,12,6,5
"23109","ENSMUSG00000079036|Alkbh1",513,267,297,449,379,289,354,239,523,332,352,261
"23110","ENSMUSG00000079037|Prnp",1469,1720,1550,2005,1456,1844,1324,2245,2814,1604,1621,1508
"23111","ENSMUSG00000079038|D130040H23Rik",5,18,7,17,5,17,14,17,32,6,7,8
"23114","ENSMUSG00000079043|Fastkd5",717,424,500,567,578,432,738,384,1080,527,625,411
"23115","ENSMUSG00000079045|Gm17566",181,164,133,115,98,148,132,165,184,109,106,89
"23120","ENSMUSG00000079055|Slc8a3",4,7,9,8,18,7,5,9,25,13,8,2
"23121","ENSMUSG00000079056|Kcnip3",16,8,13,26,9,19,9,21,32,15,14,11
"23122","ENSMUSG00000079057|Cyp4v3",32452,32046,35182,36755,32944,25874,28275,31908,65385,29385,33073,21679
"23126","ENSMUSG00000079065|BC005561",845,640,750,884,699,703,796,753,1424,648,625,680
"23131","ENSMUSG00000079076|Gm3086",14,21,11,7,13,19,19,32,27,19,7,14
"23132","ENSMUSG00000079083|Jrkl",189,180,147,152,186,193,189,191,306,129,172,125
"23133","ENSMUSG00000079084|Ccdc82",106,102,154,198,144,159,137,140,280,142,149,133
"23137","ENSMUSG00000079101|Gm2904",24,19,14,11,22,13,24,13,35,18,28,17
"23140","ENSMUSG00000079104|Prps1l3",1346,1017,975,1276,1274,1006,1264,1063,2097,1110,1414,940
"23141","ENSMUSG00000079105|C7",57,47,70,86,56,63,59,59,106,78,35,48
"23142","ENSMUSG00000079108|Srp54b",120,99,62,114,79,97,141,141,158,96,114,80
"23143","ENSMUSG00000079109|Pms2",144,157,108,147,93,151,128,177,270,127,136,126
"23144","ENSMUSG00000079110|Capn3",307,341,333,326,354,318,287,346,661,277,354,341
"23145","ENSMUSG00000079111|Kdelr2",4738,4278,3620,4078,4490,4256,4472,4472,8065,4300,4015,3513
"23151","ENSMUSG00000079137|Rpl27-ps1",18,14,17,13,27,17,16,15,32,10,16,20
"23152","ENSMUSG00000079138|Gm8818",5,5,4,5,7,6,7,3,4,2,8,11
"23153","ENSMUSG00000079139|Gm4204",125,122,126,177,145,122,116,113,299,134,135,92
"23156","ENSMUSG00000079144|A130010J15Rik",1819,1937,1517,1509,2352,2061,1699,2473,3259,1376,2138,1527
"23162","ENSMUSG00000079164|Tlr5",164,190,235,216,97,189,176,208,400,180,150,174
"23163","ENSMUSG00000079165|Sap25",77,55,58,64,70,57,44,63,73,59,56,44
"23169","ENSMUSG00000079174|Gm3054",4,10,7,11,7,8,2,1,5,0,1,0
"23171","ENSMUSG00000079177|4930417G10Rik",24,23,1,4,34,15,12,18,20,10,21,11
"23172","ENSMUSG00000079179|1700012B15Rik",349,315,397,393,329,364,369,484,835,305,288,357
"23175","ENSMUSG00000079184|Mphosph8",683,420,408,593,507,445,572,444,1029,668,539,390
"23177","ENSMUSG00000079197|Psme2",1816,1870,1549,1818,1617,1934,1804,2326,3244,1590,1725,1710
"23178","ENSMUSG00000079215|Zfp664",1183,1004,953,1208,1121,1037,1047,1058,2150,1056,1275,922
"23181","ENSMUSG00000079225|Gm9531",38,33,26,29,53,29,36,38,71,23,37,27
"23182","ENSMUSG00000079227|Ccr5",156,218,168,174,196,238,127,316,316,160,242,220
"23186","ENSMUSG00000079242|C730034F03Rik",21,45,33,18,61,55,45,48,49,22,41,24
"23187","ENSMUSG00000079243|Xirp1",34,18,11,14,18,29,34,13,36,22,17,19
"23191","ENSMUSG00000079252|Tor1aip2",3649,3602,2986,2611,2732,3334,3143,4376,5836,2399,2917,2582
"23192","ENSMUSG00000079254|Itprip",67,66,79,113,67,61,48,72,105,81,63,53
"23194","ENSMUSG00000079259|Trim71",4,3,6,9,4,1,3,4,12,3,5,2
"23195","ENSMUSG00000079260|Tmppe",306,312,307,317,316,321,326,336,563,212,336,234
"23197","ENSMUSG00000079262|Slco1a6",4,4,2,9,4,7,10,2,18,3,1,3
"23198","ENSMUSG00000079263|Gm6614",9,16,28,35,16,11,19,4,81,22,16,9
"23199","ENSMUSG00000079264|Gm11077",23,9,16,12,14,20,7,17,13,14,9,19
"23210","ENSMUSG00000079283|2310009B15Rik",114,90,109,116,128,74,135,110,267,112,110,97
"23212","ENSMUSG00000079286|Gm11084",119,133,153,132,141,140,153,159,301,94,177,146
"23213","ENSMUSG00000079293|Clec7a",129,297,241,252,135,287,106,355,455,177,164,286
"23215","ENSMUSG00000079297|Gm2223",140,115,145,126,126,143,111,125,221,114,95,90
"23219","ENSMUSG00000079311|Gm3222",13,10,9,5,16,13,4,12,15,7,16,9
"23220","ENSMUSG00000079316|Rab9",1505,1804,1806,1889,1641,1729,1607,2176,4093,1453,1481,1407
"23221","ENSMUSG00000079317|Trappc2",190,150,137,169,136,180,130,206,301,160,108,132
"23222","ENSMUSG00000079323|Gm20661",127,98,59,89,53,105,69,147,120,81,51,86
"23227","ENSMUSG00000079334|Nat6",3157,2065,1844,3036,3563,2262,1914,2171,3340,2190,3440,1767
"23228","ENSMUSG00000079339|Gm14446",16,16,16,16,7,15,7,14,23,18,9,11
"23230","ENSMUSG00000079343|Gm5077",17,12,18,7,10,15,8,15,17,8,11,13
"23236","ENSMUSG00000079355|Ccrl1",142,101,141,154,183,108,149,152,197,121,134,123
"23240","ENSMUSG00000079360|Gm3839",154,324,358,331,114,264,178,369,550,252,137,183
"23241","ENSMUSG00000079362|Gbp6",448,443,220,338,179,454,411,573,445,167,327,439
"23242","ENSMUSG00000079363|Gbp4",171,200,137,206,143,189,173,262,300,164,201,169
"23264","ENSMUSG00000079415|Cntf",44,39,41,70,79,44,37,28,110,42,53,40
"23266","ENSMUSG00000079418|Atg4a",455,450,407,455,417,537,417,503,763,372,421,437
"23267","ENSMUSG00000079419|Ms4a6c",59,79,55,96,79,114,57,106,101,73,64,144
"23271","ENSMUSG00000079426|Arpc4",1777,1625,1543,1725,1792,1753,1664,1925,3544,1577,1909,1608
"23272","ENSMUSG00000079427|Gm2382",268,296,322,362,298,373,281,443,668,322,253,342
"23274","ENSMUSG00000079429|Heatr7b1",68,81,70,54,38,82,61,98,103,74,79,53
"23277","ENSMUSG00000079434|Neu2",105,56,57,64,155,95,66,84,101,102,195,73
"23278","ENSMUSG00000079435|Rpl36a",2381,1940,1528,2053,2024,2082,2238,2264,4043,1980,2040,1901
"23280","ENSMUSG00000079437|Tmem179b",399,335,253,342,285,321,347,367,565,300,316,315
"23283","ENSMUSG00000079440|Alpi",69,72,52,38,46,22,15,27,49,14,30,44
"23284","ENSMUSG00000079442|St6galnac4",69,83,47,57,68,85,42,150,76,52,107,65
"23285","ENSMUSG00000079444|Prickle4",2059,1574,1312,1546,1710,1464,1736,1746,3195,1633,1983,1464
"23287","ENSMUSG00000079450|3110007F17Rik",5,10,13,19,8,18,8,21,28,9,9,13
"23290","ENSMUSG00000079457|Gm7609",25,22,21,20,17,36,17,37,54,20,23,31
"23293","ENSMUSG00000079465|Col4a3",43,28,52,33,19,26,28,13,80,39,22,23
"23295","ENSMUSG00000079467|Gm14966",12,11,1,5,9,9,11,9,13,1,6,11
"23296","ENSMUSG00000079469|Pigb",172,128,91,90,128,155,126,146,185,107,147,132
"23297","ENSMUSG00000079470|Utp14b",936,468,392,434,662,556,824,701,833,529,515,356
"23300","ENSMUSG00000079477|Rab7",3757,3574,4209,4381,3510,4204,3926,4748,8282,4320,3667,3316
"23301","ENSMUSG00000079478|Sssca1",559,524,552,752,618,550,662,620,1228,690,722,631
"23303","ENSMUSG00000079480|Pin4",215,192,204,221,226,230,220,232,446,229,230,198
"23304","ENSMUSG00000079481|Nhsl2",137,151,89,109,109,122,91,161,191,89,103,78
"23305","ENSMUSG00000079484|Phyhd1",2368,2356,1983,2440,2115,2060,2003,2749,4054,1797,2109,1613
"23306","ENSMUSG00000079487|Med12",1002,1041,796,815,1061,943,817,1003,1450,845,1040,764
"23307","ENSMUSG00000079488|Cd47",300,281,235,276,188,339,247,338,529,233,152,255
"23308","ENSMUSG00000079489|C030013D06Rik",20,8,28,30,31,23,12,13,40,28,14,26
"23309","ENSMUSG00000079491|H2-T10",61,82,58,81,73,101,60,141,116,60,56,86
"23310","ENSMUSG00000079492|Gm11127",12,13,2,7,10,6,6,9,17,6,10,8
"23311","ENSMUSG00000079494|Cml5",838,724,525,921,1115,939,788,686,969,1007,1020,563
"23312","ENSMUSG00000079495|Gm11128",862,747,573,967,1201,972,814,699,1062,1061,1142,588
"23314","ENSMUSG00000079499|6530402F18Rik",134,89,66,110,125,73,113,107,165,117,121,56
"23317","ENSMUSG00000079505|Gm11131",99,85,57,59,83,90,75,108,155,53,72,62
"23318","ENSMUSG00000079507|H2-Q1",163,195,115,122,73,127,256,273,255,175,135,93
"23319","ENSMUSG00000079508|Apoo",568,441,428,508,456,459,501,561,1014,456,467,326
"23320","ENSMUSG00000079509|Zfx",1177,1182,1261,1310,1125,1282,1367,1535,2606,1100,1035,1008
"23322","ENSMUSG00000079511|Ccdc142",1129,891,838,1071,1132,973,1102,986,1926,1012,1139,915
"23324","ENSMUSG00000079514|Gm16309",681,306,327,443,807,281,385,325,839,350,622,216
"23330","ENSMUSG00000079523|Tmsb10",197,194,174,167,109,249,202,280,355,185,166,195
"23336","ENSMUSG00000079534|Gm5640",2,3,2,0,1,2,0,11,2,7,1,1
"23344","ENSMUSG00000079547|H2-DMb1",72,111,98,169,101,115,73,203,161,80,131,126
"23345","ENSMUSG00000079550|Mpp4",357,326,216,284,290,261,408,335,468,343,362,267
"23346","ENSMUSG00000079553|Kifc1",10,8,9,5,17,15,27,9,20,12,16,10
"23348","ENSMUSG00000079555|Haus3",159,199,170,249,150,191,231,186,394,227,173,133
"23349","ENSMUSG00000079557|March2",2273,2291,2056,2341,2150,2299,2206,2593,4027,1968,2181,2066
"23351","ENSMUSG00000079560|Hoxa3",43,40,29,48,40,24,25,45,66,33,48,43
"23352","ENSMUSG00000079562|Maea",1290,1269,1011,1089,1126,1205,1196,1502,2199,1072,1124,1040
"23353","ENSMUSG00000079563|Pglyrp2",5093,5899,3785,4093,4125,4901,5114,6009,7285,4053,4206,4193
"23356","ENSMUSG00000079575|Rbpsuh-rs3",24,18,22,16,15,26,25,32,39,19,32,22
"23363","ENSMUSG00000079588|Tmem182",1,2,1,2,0,0,0,0,23,1,0,0
"23364","ENSMUSG00000079592|C1qtnf5",72,67,68,52,57,91,75,88,98,83,65,82
"23374","ENSMUSG00000079605|Zbtb9",439,426,315,361,401,350,396,417,735,319,444,316
"23377","ENSMUSG00000079610|Ankrd39",168,130,79,93,158,134,123,120,159,96,167,128
"23378","ENSMUSG00000079614|Seh1l",1470,1272,1552,1632,1147,1561,1515,1640,3157,1361,1112,1246
"23379","ENSMUSG00000079615|Hspa14",226,182,168,223,210,216,199,187,371,191,231,167
"23394","ENSMUSG00000079641|Rpl39",2053,1808,1497,2038,1820,2226,1749,2098,3965,1846,1529,1760
"23397","ENSMUSG00000079645|Gm17193",33,50,38,28,35,47,43,49,68,35,31,35
"23402","ENSMUSG00000079657|Rab26",25,25,14,16,31,15,24,20,20,15,18,24
"23403","ENSMUSG00000079658|Tceb1",927,815,758,903,891,904,858,892,1811,866,846,740
"23404","ENSMUSG00000079659|4930420K17Rik",3054,2586,2509,2978,2845,2599,2718,2759,4768,2655,2823,2403
"23405","ENSMUSG00000079662|Ntn3",595,332,286,291,418,308,449,426,429,283,409,312
"23407","ENSMUSG00000079669|Gm17396",5,4,0,3,6,7,8,3,1,5,12,6
"23408","ENSMUSG00000079671|2610203C22Rik",50,33,15,30,34,56,34,41,30,22,33,44
"23409","ENSMUSG00000079677|Fdx1l",463,360,340,442,440,453,424,464,715,395,465,389
"23412","ENSMUSG00000079685|Ulbp1",19,16,19,16,19,20,17,13,23,17,19,17
"23418","ENSMUSG00000079700|Fpr3",22,27,30,28,31,39,17,44,48,33,51,61
