Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
27816	ENSMUSG00000085353|1700092C17Rik	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27817	ENSMUSG00000085354|Gm2044	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27818	ENSMUSG00000085355|3010003L21Rik	1794	13	17	12	10	12	17	30	13	8	8	14	24	27	7	14	9	11	16	15	19	4	7	10	22
27819	ENSMUSG00000085357|Gm13480	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27820	ENSMUSG00000085358|Gm14437	2179	0	0	1	0	0	1	0	0	0	2	0	3	0	1	0	1	0	2	0	0	0	0	0	0
27821	ENSMUSG00000085359|Gm12336	322	3	6	1	0	1	0	2	6	2	0	0	2	0	2	0	0	0	1	1	3	0	1	0	2
27822	ENSMUSG00000085360|Gm11647	1626	4	6	2	4	1	7	5	7	4	4	7	6	1	3	4	8	2	5	4	4	2	0	3	2
27823	ENSMUSG00000085361|Gm16305	472	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
27824	ENSMUSG00000085363|Gm15478	2172	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27825	ENSMUSG00000085366|Gm16358	210	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27826	ENSMUSG00000085368|Gm16188	906	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27827	ENSMUSG00000085369|9430093N23Rik	515	0	1	2	1	0	0	1	0	1	1	0	0	0	0	0	3	1	1	0	0	1	1	4	1
27828	ENSMUSG00000085371|Gm3160	607	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
27829	ENSMUSG00000085372|Gm16145	768	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27830	ENSMUSG00000085375|Gm12506	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27831	ENSMUSG00000085376|Gm14508	2290	1	0	5	1	0	2	2	5	3	7	0	9	6	1	2	6	2	4	3	1	5	9	11	3
27832	ENSMUSG00000085377|4930551L18Rik	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27833	ENSMUSG00000085378|Gm11415	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27834	ENSMUSG00000085379|2310058D17Rik	5538	68	66	62	77	51	81	51	66	62	68	71	70	43	52	43	53	44	83	60	52	38	51	71	57
27835	ENSMUSG00000085380|E130120K24Rik	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27836	ENSMUSG00000085382|Gm13861	495	0	1	3	0	0	0	0	2	1	2	0	0	0	2	1	1	0	0	0	0	1	0	0	0
27837	ENSMUSG00000085383|Gm14218	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27838	ENSMUSG00000085385|9430008C03Rik	4774	362	352	717	551	380	564	399	462	429	660	533	420	454	360	331	434	303	418	403	251	303	324	483	399
27839	ENSMUSG00000085386|Gm13630	3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27840	ENSMUSG00000085387|A630050E04Rik	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27841	ENSMUSG00000085388|Gm13336	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27842	ENSMUSG00000085389|1700003M07Rik	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27843	ENSMUSG00000085390|Gm13115	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27844	ENSMUSG00000085391|Gm16150	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27845	ENSMUSG00000085393|Gm11280	299	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
27846	ENSMUSG00000085394|2210414B05Rik	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
27847	ENSMUSG00000085395|Gm13056	564	3	10	6	5	4	2	5	15	8	5	11	10	5	3	6	2	4	7	5	2	5	3	3	2
27848	ENSMUSG00000085396|6720401G13Rik	1439	163	171	191	212	170	241	166	173	152	256	284	223	215	135	137	177	75	191	150	140	118	154	168	154
27849	ENSMUSG00000085397|Gm13524	847	0	1	3	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0
27850	ENSMUSG00000085398|4931406G06Rik	2845	6	4	2	2	3	7	5	1	2	6	3	3	5	1	3	1	5	3	1	4	1	1	0	0
27851	ENSMUSG00000085399|9130206I24Rik	3224	3	4	5	12	7	5	3	8	5	6	5	3	8	5	4	9	5	6	5	2	3	4	8	2
27852	ENSMUSG00000085400|Gm11610	1159	11	14	14	32	31	45	16	25	11	49	55	34	27	25	26	34	11	53	22	10	16	10	18	27
27853	ENSMUSG00000085401|Slc39a1-ps	972	4	3	5	10	11	5	5	7	3	10	5	5	3	4	8	5	3	7	7	3	7	1	11	10
27854	ENSMUSG00000085402|Gm12111	580	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27855	ENSMUSG00000085403|Gm13068	876	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0
27856	ENSMUSG00000085404|Gm12909	620	138	135	193	170	220	107	111	192	179	199	124	120	78	156	141	251	168	134	75	139	113	103	133	102
27857	ENSMUSG00000085405|4930441J16Rik	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27858	ENSMUSG00000085407|1700095J03Rik	1808	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27859	ENSMUSG00000085408|C530005A16Rik	3527	15	32	33	33	17	41	20	15	18	41	50	32	27	10	30	33	28	36	31	13	16	22	37	39
27860	ENSMUSG00000085409|Gm16155	338	1	2	0	2	0	4	3	0	0	2	4	1	1	1	0	0	2	0	1	0	3	0	1	0
27861	ENSMUSG00000085411|Gm14319	703	4	13	2	1	3	0	5	6	5	3	0	2	3	2	0	0	0	4	5	9	2	4	3	2
27862	ENSMUSG00000085412|Gm15055	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27863	ENSMUSG00000085413|1700010K10Rik	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27864	ENSMUSG00000085414|Gm15705	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27865	ENSMUSG00000085415|Gm12060	785	3	2	3	5	2	4	8	2	6	12	5	5	6	4	3	3	1	3	2	2	3	2	5	9
27866	ENSMUSG00000085416|1700019G24Rik	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27867	ENSMUSG00000085417|Gm13919	3653	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
27868	ENSMUSG00000085418|4930483C13Rik	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27869	ENSMUSG00000085419|Gm11734	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27870	ENSMUSG00000085420|4930453O03Rik	1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27871	ENSMUSG00000085421|4732490B19Rik	2446	1	1	1	1	2	1	2	2	0	1	0	2	1	0	3	0	0	0	0	1	1	2	1	0
27872	ENSMUSG00000085423|Gm15735	514	0	0	1	1	0	2	0	4	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0
27873	ENSMUSG00000085424|Gm13037	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27874	ENSMUSG00000085425|Gm15648	1075	4	0	1	0	1	2	0	3	1	5	1	6	3	1	7	5	3	6	6	7	3	6	5	8
27875	ENSMUSG00000085426|Gm14272	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27876	ENSMUSG00000085427|6430710C18Rik	2270	0	1	4	5	4	8	1	1	2	3	7	5	1	0	0	0	0	4	2	1	3	1	0	0
27877	ENSMUSG00000085428|Gm14344	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27878	ENSMUSG00000085429|Gm13485	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
27879	ENSMUSG00000085430|Gm15619	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27880	ENSMUSG00000085431|4930440I19Rik	1402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
27881	ENSMUSG00000085433|Gm16001	1040	29	49	21	36	40	45	22	39	22	28	63	25	26	26	26	55	40	54	21	34	19	34	31	31
27882	ENSMUSG00000085434|Gm11725	2522	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0
27883	ENSMUSG00000085435|4930486F22Rik	1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27884	ENSMUSG00000085436|Gm11458	1280	33	26	25	24	24	25	26	19	28	28	6	13	12	28	28	21	41	29	7	46	18	14	27	29
27885	ENSMUSG00000085437|1700047A11Rik	1050	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
27886	ENSMUSG00000085438|1700020I14Rik	8306	3972	4068	4973	5366	4721	5507	3645	4731	4216	5436	5089	4316	4991	3196	3338	3657	3261	4176	2938	2796	3145	3524	4648	3402
27887	ENSMUSG00000085439|Gm13634	1084	8	5	8	5	3	38	19	6	8	2	2	17	31	7	3	4	3	29	14	10	1	25	25	40
27888	ENSMUSG00000085440|D330022K07Rik	15761	10	6	6	7	8	8	7	16	16	12	4	12	11	9	21	19	12	16	8	14	14	21	17	16
27889	ENSMUSG00000085441|Gm8289	1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27890	ENSMUSG00000085442|Gm3362	466	8	5	3	6	6	11	7	8	10	9	10	9	10	8	5	6	8	7	7	4	5	8	10	9
27891	ENSMUSG00000085443|Gm15416	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27892	ENSMUSG00000085444|Gm13936	1810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27893	ENSMUSG00000085445|Gm16348	2385	135	128	142	120	49	128	233	67	131	118	39	60	80	44	55	63	50	41	59	65	66	80	103	38
27894	ENSMUSG00000085447|9530026F06Rik	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27895	ENSMUSG00000085448|Gm13963	1972	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
27896	ENSMUSG00000085449|Gm15520	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27897	ENSMUSG00000085450|Gm13686	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27898	ENSMUSG00000085451|Gm15137	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27899	ENSMUSG00000085452|4930554G24Rik	1982	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	1	0	1
27900	ENSMUSG00000085453|Gm12018	3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27901	ENSMUSG00000085454|Gm16320	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
27902	ENSMUSG00000085455|1810059H22Rik	3151	108	95	100	127	146	164	71	109	84	117	134	99	164	113	99	131	90	196	117	58	81	79	96	114
27903	ENSMUSG00000085456|Gm15398	1739	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0
27904	ENSMUSG00000085457|1110046J04Rik	3700	14	8	17	13	15	9	15	17	10	13	11	11	18	9	7	10	9	11	8	8	6	9	7	8
27905	ENSMUSG00000085459|Gm12272	333	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
27906	ENSMUSG00000085463|9430024E24Rik	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27907	ENSMUSG00000085464|Gm16208	471	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0
27908	ENSMUSG00000085465|Gm15347	4836	0	1	1	1	1	0	0	3	2	0	0	1	0	0	1	1	2	2	0	1	3	2	1	1
27909	ENSMUSG00000085466|Hmgn2l6	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27910	ENSMUSG00000085467|Gm11842	1106	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
27911	ENSMUSG00000085468|Gm15343	1193	23	97	137	85	72	91	20	132	63	88	137	44	57	93	126	123	97	93	112	49	78	75	113	124
27912	ENSMUSG00000085469|Gm14242	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27913	ENSMUSG00000085470|1700012C14Rik	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27914	ENSMUSG00000085471|4933423P22Rik	5536	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0
27915	ENSMUSG00000085472|Gm15691	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27916	ENSMUSG00000085473|Gm16686	396	0	0	0	2	0	0	0	2	0	2	0	0	2	0	1	0	0	0	0	1	0	0	1	0
27917	ENSMUSG00000085476|Gm12162	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27918	ENSMUSG00000085477|Gm13335	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27919	ENSMUSG00000085478|Gm11851	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27920	ENSMUSG00000085479|9430073C21Rik	2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27921	ENSMUSG00000085481|Gm16304	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
27922	ENSMUSG00000085482|A230083N12Rik	572	0	2	2	2	4	3	3	1	2	3	7	2	0	5	3	3	2	4	2	3	2	3	0	2
27923	ENSMUSG00000085483|Gm14198	948	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0
27924	ENSMUSG00000085484|Gm13539	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
27925	ENSMUSG00000085485|Gm14024	696	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27926	ENSMUSG00000085486|Gm11634	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27927	ENSMUSG00000085487|Gm15654	300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27928	ENSMUSG00000085488|4930557F10Rik	2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27929	ENSMUSG00000085489|Gm3669	2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27930	ENSMUSG00000085491|4930527E20Rik	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27931	ENSMUSG00000085492|Trmt61b	4362	170	146	192	201	109	167	185	166	165	195	103	114	172	108	120	138	117	118	158	108	112	122	172	118
27932	ENSMUSG00000085493|Gm15469	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27933	ENSMUSG00000085495|Gm16796	3172	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	2	0	0
27934	ENSMUSG00000085496|4930517E11Rik	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27935	ENSMUSG00000085497|Gm15985	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27936	ENSMUSG00000085498|Gm14023	3377	8	16	16	23	19	22	8	19	21	21	25	16	18	13	10	12	7	19	14	17	15	15	30	12
27937	ENSMUSG00000085499|Gm15713	1546	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
27938	ENSMUSG00000085500|Gm16976	7896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
27939	ENSMUSG00000085501|Gm11772	532	4	3	6	1	5	7	6	2	5	6	8	6	6	0	5	4	5	1	3	3	1	2	8	2
27940	ENSMUSG00000085502|Gm12320	1182	1	0	2	1	0	0	0	1	1	1	0	0	0	0	1	0	2	2	0	0	0	0	0	0
27941	ENSMUSG00000085504|Gm14055	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27942	ENSMUSG00000085505|Gm12868	1808	0	1	2	1	2	0	2	4	0	1	4	1	1	0	0	4	2	1	0	1	1	6	2	4
27943	ENSMUSG00000085507|Gm2709	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27944	ENSMUSG00000085508|Gm13965	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27945	ENSMUSG00000085509|Gm11521	545	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
27946	ENSMUSG00000085510|Gm12082	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27947	ENSMUSG00000085511|Gm11738	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27948	ENSMUSG00000085512|Gm11958	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
27949	ENSMUSG00000085513|Gm16363	877	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
27950	ENSMUSG00000085514|9530048J24Rik	661	3	1	8	3	4	4	2	2	6	8	5	3	5	3	6	9	1	12	6	2	8	2	4	4
27951	ENSMUSG00000085515|C630028M04Rik	3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27952	ENSMUSG00000085516|4930538E20Rik	6021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27953	ENSMUSG00000085517|Gm12963	1145	1	2	1	1	2	2	0	6	2	1	2	2	2	0	0	4	0	1	1	3	2	0	2	1
27954	ENSMUSG00000085519|Gm13703	721	1	0	0	0	0	0	0	2	1	2	0	1	1	2	3	2	0	0	1	0	1	0	3	1
27955	ENSMUSG00000085521|4930526A20Rik	1628	4	3	7	2	4	4	1	4	2	4	1	1	4	2	1	2	4	2	0	4	2	2	4	4
27956	ENSMUSG00000085522|4930556G01Rik	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27957	ENSMUSG00000085523|Gm15945	810	0	0	0	1	1	2	0	0	1	1	0	1	2	0	2	6	0	1	2	1	0	0	0	1
27958	ENSMUSG00000085524|Gm14224	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27959	ENSMUSG00000085525|Gm13166	2419	0	3	6	4	7	3	3	2	5	15	7	3	0	6	4	4	5	3	3	2	2	3	2	5
27960	ENSMUSG00000085526|Gm16083	2614	3	2	6	0	4	2	2	0	1	1	3	7	2	0	3	6	3	4	1	2	0	4	1	3
27961	ENSMUSG00000085527|Gm15535	1858	10	19	12	17	20	6	7	13	24	14	38	10	9	6	21	18	22	14	7	35	14	4	20	12
27962	ENSMUSG00000085528|4930401O10Rik	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27963	ENSMUSG00000085529|Gm15865	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
27964	ENSMUSG00000085530|Gm13901	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27965	ENSMUSG00000085531|Gm12233	605	0	0	2	0	0	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	1
27966	ENSMUSG00000085532|B430319H21Rik	734	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27967	ENSMUSG00000085533|Gm12146	4660	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
27968	ENSMUSG00000085534|Gm2117	2349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27969	ENSMUSG00000085536|Gm14950	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27970	ENSMUSG00000085538|Gm11455	733	9	10	6	9	8	15	3	14	10	8	8	13	7	5	7	5	7	11	5	7	15	5	11	11
27971	ENSMUSG00000085539|Gm15561	659	1	0	2	1	0	1	0	0	1	1	0	0	1	0	1	1	0	4	0	2	3	2	1	0
27972	ENSMUSG00000085540|Gm16036	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27973	ENSMUSG00000085541|Gm16010	4720	1	0	4	2	1	1	0	4	1	7	1	0	0	21	10	12	0	4	3	0	0	0	0	0
27974	ENSMUSG00000085542|1700037C06Rik	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27975	ENSMUSG00000085543|Gm13568	676	3	6	5	5	1	8	4	8	2	5	5	5	6	5	5	2	2	3	4	5	2	5	8	5
27976	ENSMUSG00000085545|Gm13553	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27977	ENSMUSG00000085546|Gm14252	3372	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
27978	ENSMUSG00000085547|Gm13767	880	1	0	0	1	0	3	0	0	1	0	3	1	0	4	0	2	0	5	2	1	1	3	0	0
27979	ENSMUSG00000085548|Gm11753	396	4	9	6	1	3	2	3	2	1	6	6	4	7	3	0	4	3	4	9	2	3	3	6	3
27980	ENSMUSG00000085549|1700047F07Rik	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27981	ENSMUSG00000085550|Gm15658	1404	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
27982	ENSMUSG00000085551|1810063I02Rik	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27983	ENSMUSG00000085552|Gm15278	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27984	ENSMUSG00000085553|Gm14808	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
27985	ENSMUSG00000085555|2610035F20Rik	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27986	ENSMUSG00000085556|Gm15020	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27987	ENSMUSG00000085558|4930412C18Rik	6148	107	148	212	214	138	307	76	159	132	208	199	198	186	84	123	186	127	224	159	79	114	152	208	242
27988	ENSMUSG00000085559|Gm11959	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
27989	ENSMUSG00000085560|C230038L03Rik	3014	3	3	1	0	1	2	4	1	1	3	4	2	1	0	4	7	3	1	0	6	0	1	5	0
27990	ENSMUSG00000085561|1700046C09Rik	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27991	ENSMUSG00000085562|2610028E06Rik	4441	1	1	1	1	2	1	0	1	0	0	2	0	1	0	1	1	0	1	0	0	0	0	1	0
27992	ENSMUSG00000085563|2210411M09Rik	963	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	2	0	1	1	0	0	0	0	1
27993	ENSMUSG00000085564|Gm12198	2025	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2
27994	ENSMUSG00000085565|Gm15721	3308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27995	ENSMUSG00000085566|A730017L22Rik	6012	350	396	520	595	454	411	376	400	441	669	508	425	346	335	423	515	323	566	386	274	352	408	458	463
27996	ENSMUSG00000085568|Gm14858	2841	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	2
27997	ENSMUSG00000085569|Gm12602	1118	2	9	16	23	7	12	3	15	9	13	21	9	0	5	5	13	5	16	6	0	9	6	9	9
27998	ENSMUSG00000085572|Gm16234	839	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	2	0	1	0	2	2
27999	ENSMUSG00000085573|Gm15418	2425	0	3	1	1	0	5	0	2	4	2	0	4	2	0	2	6	1	1	2	0	1	10	3	4
28000	ENSMUSG00000085574|Gm13053	459	3	5	3	0	6	4	1	6	1	5	4	6	3	2	4	3	5	6	1	4	1	2	3	5
28001	ENSMUSG00000085575|Gm15485	258	0	0	0	0	1	0	0	0	1	0	0	1	0	0	6	1	0	3	0	1	0	1	1	1
